Table No.,ICSD No.,Space Group,Struct.formula,,元素1,元素1数,族1,周期1,,元素2,元素2数,族2,周期2,晶系,,
11,653607,P 1 21/m 1,Ba N6,Ba,Ba,1,2,6,N6,N,6,15,2,Monoclinic,,
11,657748,P 1 21/m 1,Ti O2,Ti,Ti,1,4,4,O2,O,2,16,2,Monoclinic,,
11,657955,P 1 21/m 1,Zr Rh,Zr,Zr,1,4,5,Rh,Rh,1,9,5,Monoclinic,,
11,657956,P 1 21/m 1,Zr Ir,Zr,Zr,1,4,5,Ir,Ir,1,9,6,Monoclinic,,
11,657957,P 1 21/m 1,Ti Ni,Ti,Ti,1,4,4,Ni,Ni,1,10,4,Monoclinic,,
11,59960,P 1 21/m 1,V2 O5,V2,V,2,5,4,O5,O,5,16,2,Monoclinic,,
11,54495,P 1 1 21/m,Ho Ge1.85,Ho,Ho,1,3,6,Ge1.85,Ge,1.85,14,4,Monoclinic,,
11,150576,P 1 21/m 1,Mg Zn2,Mg,Mg,1,2,3,Zn2,Zn,2,12,4,Monoclinic,,
11,159134,P 1 21/m 1,Tb2 Sb5,Tb2,Tb,2,3,6,Sb5,Sb,5,15,5,Monoclinic,,
11,164163,P 1 21/m 1,Fe1.068 Te,Fe1.068,Fe,1.068,8,4,Te,Te,1,16,5,Monoclinic,,
11,166402,P 1 21/m 1,Ho5 Ge4,Ho5,Ho,5,3,6,Ge4,Ge,4,14,4,Monoclinic,,
11,167088,P 1 21/m 1,Ce2 Br5,Ce2,Ce,2,3,6,Br5,Br,5,17,4,Monoclinic,,
11,167596,P 1 21/m 1,Zr Cu,Zr,Zr,1,4,5,Cu,Cu,1,11,4,Monoclinic,,
11,168769,P 1 21/m 1,Fe1.05 Te,Fe1.05,Fe,1.05,8,4,Te,Te,1,16,5,Monoclinic,,
11,180364,P 1 21/m 1,Ga5 Pt,Ga5,Ga,5,13,4,Pt,Pt,1,10,6,Monoclinic,,
11,185921,P 1 1 21/m,Mn5 Si3,Mn5,Mn,5,7,4,Si3,Si,3,14,3,Monoclinic,,
11,190905,P 1 21/m 1,Fe1.11 Te,Fe1.11,Fe,1.11,8,4,Te,Te,1,16,5,Monoclinic,,
11,190907,P 1 21/m 1,Fe1.12 Te,Fe1.12,Fe,1.12,8,4,Te,Te,1,16,5,Monoclinic,,
11,107594,P 1 21/m 1,Dy2 Sb5,Dy2,Dy,2,3,6,Sb5,Sb,5,15,5,Monoclinic,,
11,423037,P 1 21/m 1,P4 S6,P4,P,4,15,3,S6,S,6,16,3,Monoclinic,,
11,262448,P 1 21/m 1,C84 Cl22.33,C84,C,84,14,2,Cl22.33,Cl,22.33,17,3,Monoclinic,,
11,424526,P 1 21/m 1,Np Se3,Np,Np,1,3,7,Se3,Se,3,16,4,Monoclinic,,
11,425931,P 1 21/m 1,Si5 H10,Si5,Si,5,14,3,H10,H,10,1,1,Monoclinic,,
11,196148,P 1 21/m 1,As2 Te3,As2,As,2,15,4,Te3,Te,3,16,5,Monoclinic,,
11,154437,P 1 1 21/m,Yb4 Si7,Yb4,Yb,4,3,6,Si7,Si,7,14,3,Monoclinic,,t
11,166847,P 1 21/m 1,Te O2,Te,Te,1,16,5,O2,O,2,16,2,Monoclinic,,t
11,167649,P 1 1 21/m,Ti Pd,Ti,Ti,1,4,4,Pd,Pd,1,10,5,Monoclinic,,t
11,168181,P 1 21/m 1,Sn H4,Sn,Sn,1,14,5,H4,H,4,1,1,Monoclinic,,t
11,183082,P 1 21/m 1,Ge H4,Ge,Ge,1,14,4,H4,H,4,1,1,Monoclinic,,t
11,183246,P 1 21/m 1,Pb S,Pb,Pb,1,14,6,S,S,1,16,3,Monoclinic,,t
11,185634,P 1 21/m 1,Hf Ir,Hf,Hf,1,4,6,Ir,Ir,1,9,6,Monoclinic,,t
11,187143,P 1 21/m 1,Fe4 C,Fe4,Fe,4,8,4,C,C,1,14,2,Monoclinic,,t
11,187148,P 1 21/m 1,Fe H4,Fe,Fe,1,8,4,H4,H,4,1,1,Monoclinic,,t
11,187444,P 1 21/m 1,Re N2,Re,Re,1,7,6,N2,N,2,15,2,Monoclinic,,t
11,188829,P 1 21/m 1,Li Be,Li,Li,1,1,2,Be,Be,1,2,2,Monoclinic,,t
11,247596,P 1 21/m 1,W H3,W,W,1,6,6,H3,H,3,1,1,Monoclinic,,t
11,670190,P 1 21/m 1,Mg2 C3,Mg2,Mg,2,2,3,C3,C,3,14,2,Monoclinic,,t
11,670311,P 1 21/m 1,Cs Xe4,Cs,Cs,1,1,6,Xe4,Xe,4,18,5,Monoclinic,,t
11,671291,P 1 21/m 1,Cd S,Cd,Cd,1,12,5,S,S,1,16,3,Monoclinic,,t
12,199,C 1 2/m 1,V O2,V,V,1,5,4,O2,O,2,16,2,Monoclinic,,
12,868,C 1 2/m 1,Zr Cl,Zr,Zr,1,4,5,Cl,Cl,1,17,3,Monoclinic,,
12,1018,C 1 2/m 1,Sc7 Cl10,Sc7,Sc,7,3,4,Cl10,Cl,10,17,3,Monoclinic,,
12,1558,C 1 2/m 1,Bi I,Bi,Bi,1,15,6,I,I,1,17,5,Monoclinic,,
12,1560,C 1 2/m 1,Bi Br,Bi,Bi,1,15,6,Br,Br,1,17,4,Monoclinic,,
12,1823,C 1 2/m 1,Ga4 Fe3,Ga4,Ga,4,13,4,Fe3,Fe,3,8,4,Monoclinic,,
12,1824,C 1 2/m 1,Cr3 Ga4,Cr3,Cr,3,6,4,Ga4,Ga,4,13,4,Monoclinic,,
12,2146,C 1 2/m 1,Ga5 Fe6,Ga5,Ga,5,13,4,Fe6,Fe,6,8,4,Monoclinic,,
12,2334,C 1 2/m 1,Dy3 Ni2,Dy3,Dy,3,3,6,Ni2,Ni,2,10,4,Monoclinic,,
12,2339,C 1 2/m 1,U Br4,U,U,1,3,7,Br4,Br,4,17,4,Monoclinic,,
12,2367,C 1 2/m 1,Pt23.98 In18,Pt23.98,Pt,23.98,10,6,In18,In,18,13,5,Monoclinic,,
12,2526,C 1 2/m 1,Cr P2,Cr,Cr,1,6,4,P2,P,2,15,3,Monoclinic,,
12,2610,C 1 2/m 1,Gd Br3,Gd,Gd,1,3,6,Br3,Br,3,17,4,Monoclinic,,
12,2778,C 1 2/m 1,Zr2 Ni7,Zr2,Zr,2,4,5,Ni7,Ni,7,10,4,Monoclinic,,
12,2831,C 1 2/m 1,Sn I2,Sn,Sn,1,14,5,I2,I,2,17,5,Monoclinic,,
12,4073,B 1 1 2/m,Cr I2,Cr,Cr,1,6,4,I2,I,2,17,5,Monoclinic,,
12,8056,C 1 2/m 1,Eu2 O3,Eu2,Eu,2,3,6,O3,O,3,16,2,Monoclinic,,
12,8058,C 1 2/m 1,Au2 P3,Au2,Au,2,11,6,P3,P,3,15,3,Monoclinic,,
12,8196,C 1 2/m 1,Sm10 Pd21,Sm10,Sm,10,3,6,Pd21,Pd,21,10,5,Monoclinic,,
12,8249,B 1 1 2/m,Ga Te,Ga,Ga,1,13,4,Te,Te,1,16,5,Monoclinic,,
12,9580,C 1 2/m 1,Gd2 Cl3,Gd2,Gd,2,3,6,Cl3,Cl,3,17,3,Monoclinic,,
12,9581,C 1 2/m 1,Gd2 Br3,Gd2,Gd,2,3,6,Br3,Br,3,17,4,Monoclinic,,
12,14212,C 1 2/m 1,Ir Br3,Ir,Ir,1,9,6,Br3,Br,3,17,4,Monoclinic,,
12,15049,C 1 2/m 1,V4 As3,V4,V,4,5,4,As3,As,3,15,4,Monoclinic,,
12,15684,C 1 2/m 1,Y Cl3,Y,Y,1,3,5,Cl3,Cl,3,17,3,Monoclinic,,
12,16779,C 1 2/m 1,V12 O26,V12,V,12,5,4,O26,O,26,16,2,Monoclinic,,
12,16956,C 1 2/m 1,Mn5 O8,Mn5,Mn,5,7,4,O8,O,8,16,2,Monoclinic,,
12,18144,C 1 2/m 1,Nb Sb2,Nb,Nb,1,5,5,Sb2,Sb,2,15,5,Monoclinic,,
12,18208,C 1 2/m 1,As2 Te3,As2,As,2,15,4,Te3,Te,3,16,5,Monoclinic,,
12,16722,I 1 2/m 1,Cr3 S4,Cr3,Cr,3,6,4,S4,S,4,16,3,Monoclinic,,
12,15043,I 1 2/m 1,Fe3 Se4,Fe3,Fe,3,8,4,Se4,Se,4,16,4,Monoclinic,,
12,15694,C 1 2/m 1,Li8 Pb3,Li8,Li,8,1,2,Pb3,Pb,3,14,6,Monoclinic,,
12,20695,C 1 2/m 1,Nb6 C5,Nb6,Nb,6,5,5,C5,C,5,14,2,Monoclinic,,
12,21112,C 1 2/m 1,Bk2 O3,Bk2,Bk,2,3,7,O3,O,3,16,2,Monoclinic,,
12,22080,C 1 2/m 1,Cr Cl3,Cr,Cr,1,6,4,Cl3,Cl,3,17,3,Monoclinic,,
12,23171,C 1 2/m 1,Ir Cl3,Ir,Ir,1,9,6,Cl3,Cl,3,17,3,Monoclinic,,
12,23337,C 1 2/m 1,Y2 Cl3,Y2,Y,2,3,5,Cl3,Cl,3,17,3,Monoclinic,,
12,23471,C 1 2/m 1,Fe6 Ge5,Fe6,Fe,6,8,4,Ge5,Ge,5,14,4,Monoclinic,,
12,23618,C 1 2/m 1,Ba P3,Ba,Ba,1,2,6,P3,P,3,15,3,Monoclinic,,
12,23628,C 1 2/m 1,Sr P3,Sr,Sr,1,2,5,P3,P,3,15,3,Monoclinic,,
12,23903,C 1 2/m 1,Cr Br2,Cr,Cr,1,6,4,Br2,Br,2,17,4,Monoclinic,,
12,24146,C 1 2/m 1,Li2 Si,Li2,Li,2,1,2,Si,Si,1,14,3,Monoclinic,,
12,24566,C 1 2/m 1,V3 S4,V3,V,3,5,4,S4,S,4,16,3,Monoclinic,,
12,25764,C 1 2/m 1,Rh Cl3,Rh,Rh,1,9,5,Cl3,Cl,3,17,3,Monoclinic,,
12,25765,A 1 2/m 1,Nb2 O5,Nb2,Nb,2,5,5,O5,O,5,16,2,Monoclinic,,
12,26183,C 1 2/m 1,Nb2 Se,Nb2,Nb,2,5,5,Se,Se,1,16,4,Monoclinic,,
12,26500,C 1 2/m 1,Mo Cl5,Mo,Mo,1,6,5,Cl5,Cl,5,17,3,Monoclinic,,
12,26647,C 1 2/m 1,Nb F5,Nb,Nb,1,5,5,F5,F,5,17,2,Monoclinic,,
12,26976,I 1 2/m 1,Cr3 Se4,Cr3,Cr,3,6,4,Se4,Se,4,16,4,Monoclinic,,
12,26977,F 1 2/m 1,Cr7 Se8,Cr7,Cr,7,6,4,Se8,Se,8,16,4,Monoclinic,,
12,27699,C 1 2/m 1,Ga2 O3,Ga2,Ga,2,13,4,O3,O,3,16,2,Monoclinic,,
12,28245,C 1 2/m 1,Rh Br3,Rh,Rh,1,9,5,Br3,Br,3,17,4,Monoclinic,,
12,29370,C 1 2/m 1,Na N3,Na,Na,1,1,3,N3,N,3,15,2,Monoclinic,,
12,26644,C 1 2/m 1,Mo F5,Mo,Mo,1,6,5,F5,F,5,17,2,Monoclinic,,
12,34291,C 1 2/m 1,Sm2 O3,Sm2,Sm,2,3,6,O3,O,3,16,2,Monoclinic,,
12,34675,C 1 2/m 1,Li N3,Li,Li,1,1,2,N3,N,3,15,2,Monoclinic,,
12,35281,C 1 2/m 1,Cu2 P7,Cu2,Cu,2,11,4,P7,P,7,15,3,Monoclinic,,
12,39566,C 1 2/m 1,Al Cl3,Al,Al,1,13,3,Cl3,Cl,3,17,3,Monoclinic,,
12,49000,C 1 2/m 1,Ba Sb3,Ba,Ba,1,2,6,Sb3,Sb,3,15,5,Monoclinic,,
12,48124,C 1 2/m 1,Re3 P4,Re3,Re,3,7,6,P4,P,4,15,3,Monoclinic,,
12,48214,C 1 2/m 1,Hg O2,Hg,Hg,1,12,6,O2,O,2,16,2,Monoclinic,,
12,60914,C 1 2/m 1,V2 D,V2,V,2,5,4,D,D,1,1,1,Monoclinic,,
12,62131,C 1 2/m 1,V2 H,V2,V,2,5,4,H,H,1,1,1,Monoclinic,,
12,63360,C 1 2/m 1,S F6,S,S,1,16,3,F6,F,6,17,2,Monoclinic,,
12,64681,C 1 2/m 1,Au Te2,Au,Au,1,11,6,Te2,Te,2,16,5,Monoclinic,,
12,50014,F 1 2/m 1,Cr4.33 Te8,Cr4.33,Cr,4.33,6,4,Te8,Te,8,16,5,Monoclinic,,
12,40069,C 1 2/m 1,Yb5 Se7,Yb5,Yb,5,3,6,Se7,Se,7,16,4,Monoclinic,,
12,62582,C 1 2/m 1,Si O2,Si,Si,1,14,3,O2,O,2,16,2,Monoclinic,,
12,41238,C 1 2/m 1,Nb7 P4,Nb7,Nb,7,5,5,P4,P,4,15,3,Monoclinic,,
12,40281,C 1 2/m 1,Zr7 P4,Zr7,Zr,7,4,5,P4,P,4,15,3,Monoclinic,,
12,40332,I 1 2/m 1,Al Cu,Al,Al,1,13,3,Cu,Cu,1,11,4,Monoclinic,,
12,65198,C 1 2/m 1,In Br3,In,In,1,13,5,Br3,Br,3,17,4,Monoclinic,,
12,65296,C 1 2/m 1,Pt Cl2,Pt,Pt,1,10,6,Cl2,Cl,2,17,3,Monoclinic,,
12,66099,C 1 2/m 1,Mn2.896 As2,Mn2.896,Mn,2.896,7,4,As2,As,2,15,4,Monoclinic,,
12,66560,C 1 2/m 1,Al2.427 O3.64,Al2.427,Al,2.427,13,3,O3.64,O,3.64,16,2,Monoclinic,,
12,69713,C 1 2/m 1,Tm15 S22,Tm15,Tm,15,3,6,S22,S,22,16,3,Monoclinic,,
12,71083,C 1 2/m 1,In Se,In,In,1,13,5,Se,Se,1,16,4,Monoclinic,,
12,73668,C 1 2/m 1,Au Se,Au,Au,1,11,6,Se,Se,1,16,4,Monoclinic,,
12,74854,C 1 2/m 1,Ca5 P8,Ca5,Ca,5,2,4,P8,P,8,15,3,Monoclinic,,
12,75419,C 2/m 1 1,Y0.93 S,Y0.93,Y,0.93,3,5,S,S,1,16,3,Monoclinic,,
12,75420,C 2/m 1 1,Cr S2,Cr,Cr,1,6,4,S2,S,2,16,3,Monoclinic,,
12,75510,C 1 2/m 1,Mn3 As2,Mn3,Mn,3,7,4,As2,As,2,15,4,Monoclinic,,
12,79066,C 1 2/m 1,K C60,K,K,1,1,4,C60,C,60,14,2,Monoclinic,,
12,79803,C 1 2/m 1,Ti S2,Ti,Ti,1,4,4,S2,S,2,16,3,Monoclinic,,
12,78888,C 1 2/m 1,U2 Te5,U2,U,2,3,7,Te5,Te,5,16,5,Monoclinic,,
12,78941,C 1 2/m 1,Al2 Te5,Al2,Al,2,13,3,Te5,Te,5,16,5,Monoclinic,,
12,73001,F 1 2/m 1,V5 S8,V5,V,5,5,4,S8,S,8,16,3,Monoclinic,,
12,80375,C 1 2/m 1,Mn4 As3,Mn4,Mn,4,7,4,As3,As,3,15,4,Monoclinic,,
12,80945,C 1 2/m 1,K Sb2,K,K,1,1,4,Sb2,Sb,2,15,5,Monoclinic,,
12,81218,C 1 2/m 1,Nb As2,Nb,Nb,1,5,5,As2,As,2,15,4,Monoclinic,,
12,82504,C 1 2/m 1,Al2 O3,Al2,Al,2,13,3,O3,O,3,16,2,Monoclinic,,
12,82900,C 2/m 1 1,Sm S,Sm,Sm,1,3,6,S,S,1,16,3,Monoclinic,,
12,82991,C 1 2/m 1,Ti11 Se4,Ti11,Ti,11,4,4,Se4,Se,4,16,4,Monoclinic,,
12,83878,C 1 2/m 1,Mo Cl3,Mo,Mo,1,6,5,Cl3,Cl,3,17,3,Monoclinic,,
12,83965,C 1 2/m 1,Hf2 Te,Hf2,Hf,2,4,6,Te,Te,1,16,5,Monoclinic,,
12,84195,I 1 2/m 1,V3 Se4,V3,V,3,5,4,Se4,Se,4,16,4,Monoclinic,,
12,84259,C 1 2/m 1,Si32 O64,Si32,Si,32,14,3,O64,O,64,16,2,Monoclinic,,
12,85529,C 1 2/m 1,Mg5 Si6,Mg5,Mg,5,2,3,Si6,Si,6,14,3,Monoclinic,,
12,85795,C 1 2/m 1,Sc8 Te3,Sc8,Sc,8,3,4,Te3,Te,3,16,5,Monoclinic,,
12,85929,I 1 2/m 1,Rh1.137 Te2,Rh1.137,Rh,1.137,9,5,Te2,Te,2,16,5,Monoclinic,,
12,85930,I 1 2/m 1,Rh1.278 Te2,Rh1.278,Rh,1.278,9,5,Te2,Te,2,16,5,Monoclinic,,
12,85931,I 1 2/m 1,Rh1.398 Te2,Rh1.398,Rh,1.398,9,5,Te2,Te,2,16,5,Monoclinic,,
12,85932,I 1 2/m 1,Rh1.528 Te2,Rh1.528,Rh,1.528,9,5,Te2,Te,2,16,5,Monoclinic,,
12,85933,I 1 2/m 1,Rh1.653 Te2,Rh1.653,Rh,1.653,9,5,Te2,Te,2,16,5,Monoclinic,,
12,85934,I 1 2/m 1,Rh1.872 Te2,Rh1.872,Rh,1.872,9,5,Te2,Te,2,16,5,Monoclinic,,
12,86141,C 1 2/m 1,Ta Te2,Ta,Ta,1,5,6,Te2,Te,2,16,5,Monoclinic,,
12,86361,C 1 2/m 1,Ge As,Ge,Ge,1,14,4,As,As,1,15,4,Monoclinic,,
12,86401,C 1 2/m 1,Eu As3,Eu,Eu,1,3,6,As3,As,3,15,4,Monoclinic,,
12,86402,C 1 2/m 1,Ba As3,Ba,Ba,1,2,6,As3,As,3,15,4,Monoclinic,,
12,100294,C 1 2/m 1,Bi Br3,Bi,Bi,1,15,6,Br3,Br,3,17,4,Monoclinic,,
12,200243,C 1 2/m 1,V14 O6,V14,V,14,5,4,O6,O,6,16,2,Monoclinic,,
12,200828,C 1 2/m 1,Er4 I5,Er4,Er,4,3,6,I5,I,5,17,5,Monoclinic,,
12,200829,C 1 2/m 1,Er6.7 I10.5,Er6.7,Er,6.7,3,6,I10.5,I,10.5,17,5,Monoclinic,,
12,300102,C 1 2/m 1,Nb Cl5,Nb,Nb,1,5,5,Cl5,Cl,5,17,3,Monoclinic,,
12,300151,C 1 2/m 1,K5 Sb4,K5,K,5,1,4,Sb4,Sb,4,15,5,Monoclinic,,
12,400050,C 1 2/m 1,Tm5 S7,Tm5,Tm,5,3,6,S7,S,7,16,3,Monoclinic,,
12,402406,C 1 2/m 1,Ta Cl4,Ta,Ta,1,5,6,Cl4,Cl,4,17,3,Monoclinic,,
12,402421,C 1 2/m 1,Ti8 Se3,Ti8,Ti,8,4,4,Se3,Se,3,16,4,Monoclinic,,
12,402709,C 1 2/m 1,V4.64 Te4,V4.64,V,4.64,5,4,Te4,Te,4,16,5,Monoclinic,,
12,405208,C 1 2/m 1,Hf7 P4,Hf7,Hf,7,4,6,P4,P,4,15,3,Monoclinic,,
12,409227,C 1 2/m 1,W Br5,W,W,1,6,6,Br5,Br,5,17,4,Monoclinic,,
12,41056,C 1 2/m 1,Ti O2,Ti,Ti,1,4,4,O2,O,2,16,2,Monoclinic,,
12,41782,F 1 2/m 1,V0.625 S,V0.625,V,0.625,5,4,S,S,1,16,3,Monoclinic,,
12,41831,C 1 2/m 1,Sr As3,Sr,Sr,1,2,5,As3,As,3,15,4,Monoclinic,,
12,42039,I 1 2/m 1,V2.724 S4,V2.724,V,2.724,5,4,S4,S,4,16,3,Monoclinic,,
12,42077,C 1 2/m 1,V P2,V,V,1,5,4,P2,P,2,15,3,Monoclinic,,
12,42418,C 1 2/m 1,Ir B1.26,Ir,Ir,1,9,6,B1.26,B,1.26,13,2,Monoclinic,,
12,42565,C 1 2/m 1,Bi2 Pd,Bi2,Bi,2,15,6,Pd,Pd,1,10,5,Monoclinic,,
12,43055,C 1 2/m 1,Fe Ge,Fe,Fe,1,8,4,Ge,Ge,1,14,4,Monoclinic,,
12,43227,C 1 2/m 1,As Si,As,As,1,15,4,Si,Si,1,14,3,Monoclinic,,
12,43319,C 1 2/m 1,Ir B1.375,Ir,Ir,1,9,6,B1.375,B,1.375,13,2,Monoclinic,,
12,43364,C 1 2/m 1,Ir B1.5,Ir,Ir,1,9,6,B1.5,B,1.5,13,2,Monoclinic,,
12,43412,C 1 2/m 1,Ti3 Te4,Ti3,Ti,3,4,4,Te4,Te,4,16,5,Monoclinic,,
12,43620,C 1 2/m 1,Y5 S7,Y5,Y,5,3,5,S7,S,7,16,3,Monoclinic,,
12,43677,C 1 2/m 1,Co Ge,Co,Co,1,9,4,Ge,Ge,1,14,4,Monoclinic,,
12,43681,F 1 2/m 1,Pt3 Ge,Pt3,Pt,3,10,6,Ge,Ge,1,14,4,Monoclinic,,
12,43690,C 1 2/m 1,Os Ge2,Os,Os,1,8,6,Ge2,Ge,2,14,4,Monoclinic,,
12,43898,C 1 2/m 1,Cr As2,Cr,Cr,1,6,4,As2,As,2,15,4,Monoclinic,,
12,76460,C 1 2/m 1,Ta3 N5,Ta3,Ta,3,5,6,N5,N,5,15,2,Monoclinic,,
12,87397,C 1 2/m 1,Pt3 Te4,Pt3,Pt,3,10,6,Te4,Te,4,16,5,Monoclinic,,
12,87398,C 1 2/m 1,Pt2 Te3,Pt2,Pt,2,10,6,Te3,Te,3,16,5,Monoclinic,,
12,87566,C 1 2/m 1,Si24 O48,Si24,Si,24,14,3,O48,O,48,16,2,Monoclinic,,
12,76670,C 1 2/m 1,Ni O,Ni,Ni,1,10,4,O,O,1,16,2,Monoclinic,,
12,76710,I 1 2/m 1,Ni3 Se4,Ni3,Ni,3,10,4,Se4,Se,4,16,4,Monoclinic,,
12,76731,I 1 2/m 1,P Cl5,P,P,1,15,3,Cl5,Cl,5,17,3,Monoclinic,,
12,87807,C 1 2/m 1,Si44 O88,Si44,Si,44,14,3,O88,O,88,16,2,Monoclinic,,
12,88720,C 1 2/m 1,Ni O2,Ni,Ni,1,10,4,O2,O,2,16,2,Monoclinic,,
12,409433,C 1 2/m 1,Ta Cl5,Ta,Ta,1,5,6,Cl5,Cl,5,17,3,Monoclinic,,
12,409450,C 1 2/m 1,Cu Br2,Cu,Cu,1,11,4,Br2,Br,2,17,4,Monoclinic,,
12,410813,C 1 2/m 1,Rh3 S4,Rh3,Rh,3,9,5,S4,S,4,16,3,Monoclinic,,
12,89837,F 1 2/m 1,Co O2,Co,Co,1,9,4,O2,O,2,16,2,Monoclinic,,
12,90069,C 1 2/m 1,Gd16 Sb39,Gd16,Gd,16,3,6,Sb39,Sb,39,15,5,Monoclinic,,
12,90086,C 1 2/m 1,Ir Te2,Ir,Ir,1,9,6,Te2,Te,2,16,5,Monoclinic,,
12,51248,C 1 2/m 1,Ti45 Se16,Ti45,Ti,45,4,4,Se16,Se,16,16,4,Monoclinic,,
12,90958,C 1 2/m 1,Ti6 O11,Ti6,Ti,6,4,4,O11,O,11,16,2,Monoclinic,,
12,54185,C 1 2/m 1,Ca C2,Ca,Ca,1,2,4,C2,C,2,14,2,Monoclinic,,
12,280707,C 1 2/m 1,K5 As4,K5,K,5,1,4,As4,As,4,15,4,Monoclinic,,
12,280709,C 1 2/m 1,Rb5 Sb4,Rb5,Rb,5,1,5,Sb4,Sb,4,15,5,Monoclinic,,
12,411555,C 1 2/m 1,Sr N,Sr,Sr,1,2,5,N,N,1,15,2,Monoclinic,,
12,52510,I 1 2/m 1,V3 Te4,V3,V,3,5,4,Te4,Te,4,16,5,Monoclinic,,
12,77699,C 1 2/m 1,Tl2 O,Tl2,Tl,2,13,6,O,O,1,16,2,Monoclinic,,
12,77706,C 1 2/m 1,V7 O3,V7,V,7,5,4,O3,O,3,16,2,Monoclinic,,
12,93109,A 1 2/m 1,Nb12 O29,Nb12,Nb,12,5,5,O29,O,29,16,2,Monoclinic,,
12,93454,I 1 2/m 1,Tb1.069 B28,Tb1.069,Tb,1.069,3,6,B28,B,28,13,2,Monoclinic,,
12,93781,C 1 2/m 1,Co0.885 O2,Co0.885,Co,0.885,9,4,O2,O,2,16,2,Monoclinic,,
12,56694,A 1 1 2/m,Ti5 O5,Ti5,Ti,5,4,4,O5,O,5,16,2,Monoclinic,,
12,57953,I 1 2/m 1,Al4 Li9,Al4,Al,4,13,3,Li9,Li,9,1,2,Monoclinic,,
12,58001,C 1 2/m 1,Al8 Mo3,Al8,Al,8,13,3,Mo3,Mo,3,6,5,Monoclinic,,
12,58110,C 1 2/m 1,Al13 Os4,Al13,Al,13,13,3,Os4,Os,4,8,6,Monoclinic,,
12,58158,C 1 2/m 1,Al13 Ru4,Al13,Al,13,13,3,Ru4,Ru,4,8,5,Monoclinic,,
12,94237,I 1 2/m 1,Na3.82 C60,Na3.82,Na,3.82,1,3,C60,C,60,14,2,Monoclinic,,
12,240003,C 1 2/m 1,K5 Bi4,K5,K,5,1,4,Bi4,Bi,4,15,6,Monoclinic,,
12,240004,C 1 2/m 1,Rb5 Bi4,Rb5,Rb,5,1,5,Bi4,Bi,4,15,6,Monoclinic,,
12,240005,C 1 2/m 1,Cs5 Bi4,Cs5,Cs,5,1,6,Bi4,Bi,4,15,6,Monoclinic,,
12,240050,C 1 2/m 1,Fe Zn13,Fe,Fe,1,8,4,Zn13,Zn,13,12,4,Monoclinic,,
12,412614,F 1 2/m 1,Cr5.20 S8,Cr5.20,Cr,5.2,6,4,S8,S,8,16,3,Monoclinic,,
12,58204,C 1 2/m 1,Al45 V7,Al45,Al,45,13,3,V7,V,7,5,4,Monoclinic,,
12,58551,C 1 2/m 1,Au5 Mn2,Au5,Au,5,11,6,Mn2,Mn,2,7,4,Monoclinic,,
12,58840,C 1 2/m 1,Bi2 Pd5,Bi2,Bi,2,15,6,Pd5,Pd,5,10,5,Monoclinic,,
12,58893,C 1 2/m 1,Ca Ga4,Ca,Ca,1,2,4,Ga4,Ga,4,13,4,Monoclinic,,
12,15028,C 1 2/m 1,V6 O13,V6,V,6,5,4,O13,O,13,16,2,Monoclinic,,
12,15327,A 1 1 2/m,Ti O,Ti,Ti,1,4,4,O,O,1,16,2,Monoclinic,,
12,15894,C 1 2/m 1,Ti3 O5,Ti3,Ti,3,4,4,O5,O,5,16,2,Monoclinic,,
12,28172,C 1 2/m 1,Tb2 O3,Tb2,Tb,2,3,6,O3,O,3,16,2,Monoclinic,,
12,29246,B 1 1 2/m,Ti O0.997,Ti,Ti,1,4,4,O0.997,O,0.997,16,2,Monoclinic,,
12,37224,C 1 2/m 1,W P2,W,W,1,6,6,P2,P,2,15,3,Monoclinic,,
12,39429,C 1 2/m 1,Ti Cl3,Ti,Ti,1,4,4,Cl3,Cl,3,17,3,Monoclinic,,
12,102736,C 1 2/m 1,Co Zn13,Co,Co,1,9,4,Zn13,Zn,13,12,4,Monoclinic,,
12,102986,C 1 2/m 1,Cu11 In9,Cu11,Cu,11,11,4,In9,In,9,13,5,Monoclinic,,
12,103658,C 1 2/m 1,Fe17 Th2,Fe17,Fe,17,8,4,Th2,Th,2,3,7,Monoclinic,,
12,103866,C 1 2/m 1,Ga9 Ni13,Ga9,Ga,9,13,4,Ni13,Ni,13,10,4,Monoclinic,,
12,103946,C 1 2/m 1,Ga7 Rb,Ga7,Ga,7,13,4,Rb,Rb,1,1,5,Monoclinic,,
12,104899,C 1 2/m 1,Mg4 Zn7,Mg4,Mg,4,2,3,Zn7,Zn,7,12,4,Monoclinic,,
12,105023,C 1 2/m 1,Mn Zn13,Mn,Mn,1,7,4,Zn13,Zn,13,12,4,Monoclinic,,
12,105322,C 1 2/m 1,Ni4 Pu,Ni4,Ni,4,10,4,Pu,Pu,1,3,7,Monoclinic,,
12,105361,C 1 2/m 1,Ni3.08 Sn4,Ni3.08,Ni,3.08,10,4,Sn4,Sn,4,14,5,Monoclinic,,
12,105362,C 1 2/m 1,Ni3.39 Sn4,Ni3.39,Ni,3.39,10,4,Sn4,Sn,4,14,5,Monoclinic,,
12,105363,C 1 2/m 1,Ni3 Sn4,Ni3,Ni,3,10,4,Sn4,Sn,4,14,5,Monoclinic,,
12,96699,F 1 2/m 1,Cu O2,Cu,Cu,1,11,4,O2,O,2,16,2,Monoclinic,,
