A,B,x,y,Chiral
13,13,3,2,0
3,3,1,3,0
3,16,2,3,0
13,17,1,3,0
6,16,15,19,0
3,16,2,3,0
2,14,14,19,0
1,12,8,3,0
12,15,6,5,0
13,11,3,8,0
2,12,21,25,0
4,17,1,3,0
5,17,1,3,0
13,3,3,8,0
13,6,5,1,0
7,4,25,21,0
9,2,3,13,0
1,16,2,1,0
4,7,21,25,0
7,4,25,21,0
13,16,2,3,0
14,16,1,1,0
3,13,8,3,0
7,4,25,21,0
12,15,4,3.33,0
12,15,5.92,5,0
12,15,12.73,10,0
8,16,1.766,3,0
2,15,3,2,0
3,13,8,3,0
1,13,8,11,0
1,13,8,11,0
1,13,8,11,0
1,13,8,11,0
12,15,3.83,3,0
12,15,3.89,3,0
12,15,3.878,3,0
8,16,1.92,3,0
8,16,1.984,3,0
8,16,1.957,3,0
8,16,1.987,3,0
1,13,8,11,0
14,16,1,2,0
3,1,1,1,0
12,15,3.09,2.5,0
12,15,3.88,3,0
12,15,5.38,5,0
12,15,5.64,5,0
10,15,8,3,0
13,14,6,5,0
3,17,1,3,0
14,16,38,76,0
14,16,1,2,0
10,15,3,1,0
12,15,3.6,3,0
11,4,51,14,0
3,11,1,3.63,0
5,16,1.52,3.12,0
11,3,50.82,14,0
11,3,51,14,0
3,11,14,50.92,0
3,11,14,51,0
3,11,14,51,0
3,11,14,51,0
3,11,14,51,0
3,11,14,51,0
3,11,14,51,0
3,11,14,51,0
3,11,14,51,0
3,11,14,51,0
3,11,14,51,0
3,11,14,51,0
3,11,14,51,0
3,11,14,51,0
3,11,14,51,0
3,11,14,51,0
3,11,14,51,0
3,11,14,51,0
3,11,14,51,0
3,11,14,51,0
3,11,14,51,0
3,11,14,51,0
3,11,14,51,0
3,11,14,51,0
3,11,14,51,0
2,12,14,51,0
2,12,14,51,0
3,12,14,51,0
3,12,14,51,0
4,11,14,51,0
3,11,14,51,0
4,11,14,51,0
3,12,14,51,0
2,12,14,51,0
3,12,14,51,0
4,10,1,1,0
3,11,13.28,50.16,0
3,11,2,7.57,0
2,12,1,3.6,0
1,14,0.71,3.08,0
1,14,1,3.25,0
1,14,1,3.24,0
11,3,50.94,14,0
11,3,51,14,0
11,3,51,14,0
11,3,51,14,0
3,17,1,3,0
3,17,1,3,0
3,17,1,3,0
3,17,1,3,0
3,17,1,3,0
3,17,1,3,0
3,17,1,3,0
5,16,3,4,0
3,16,7,12,0
5,16,3,4,0
14,15,3,4,0
3,17,1,3,0
3,17,1,3,0
3,17,1,3,0
3,9,12,9.2,0
14,15,3,4,0
3,16,7,12,0
13,17,1,3,0
1,16,6,1,0
6,15,12,7,0
3,16,7,12,0
3,17,1,3,0
3,17,1,3,0
3,17,1,3,0
3,17,1,3,0
3,17,1,3,0
3,17,1,3,0
3,17,1,3,0
3,17,1,3,0
3,17,1,3,0
3,17,1,3,0
9,15,12,7,0
6,16,15,19,0
9,15,10.5,7,0
5,16,3,4,0
4,16,3,4,0
3,17,1.29,3,0
5,15,12,7,0
9,14,20,13,0
11,16,0.87,1,0
5,16,1,2,0
3,16,7,12,0
11,13,10,3,0
13,17,1,3,0
13,17,1,3,0
9,3,3.11,4,0
11,14,10,3,0
3,8,3,2,0
6,16,15,19,0
11,2,9.01,36.81,0
11,2,9.05,36.72,0
3,9,4,3,0
3,9,4,3,0
3,9,4,3,0
9,3,3,4,0
3,9,4,3,0
3,9,4,3,0
3,9,4,3,0
3,9,4,3,0
3,9,4,3,0
3,7,4,3,0
5,16,3,4,0
9,15,12,7,0
3,9,4,3.11,0
6,16,9,11,0
3,17,1,3,0
2,14,6,3.3,0
3,9,6,4.83,0
6,15,5,6,0
6,16,15,20,0
14,17,78,18,0
3,9,6,5,0
3,9,6,4.5,0
13,7,4.354,1.006,0
3,13,1,3,0
5,16,1,2,0
11,12,0.987,4.07,0
11,12,0.975,4.088,0
14,17,1,2,0
3,9,6,4.85,0
3,9,6,4.86,0
13,6,474,108,0
14,15,3,4,0
2,14,3,4,0
14,1,3,1,0
14,15,3,4,0
6,14,1,1,0
5,15,1,1,0
4,15,1,2,0
5,15,1,2,0
6,15,1,2,0
7,15,1,2,0
8,15,1,2,0
9,15,1,2,0
10,15,1,2,0
6,15,1,1,0
8,14,1,2,0
3,15,1,1,0
7,13,1,1,0
3,14,1,1,0
4,14,1,1,0
5,14,1,1,0
7,14,1,1,0
8,14,1,1,0
9,14,1,1,0
10,14,1,1,0
11,14,1,1,0
5,15,1,1,0
7,15,1,1,0
8,13,1,1,0
6,14,1,1,0
7,15,3,1,0
7,15,3,1,0
7,15,1,1,0
9,15,1,1,0
14,16,1,1,0
7,14,1,2,0
3,15,1,1,0
4,15,1,1,0
5,15,1,1,0
8,15,1,1,0
9,15,1,1,0
10,15,1,1,0
11,15,1,1,0
12,15,1,1,0
13,15,1,1,0
6,15,1,1,0
2,14,1,3,0
6,15,1,1,0
9,13,1,3,0
7,13,1,3,0
8,13,1,4,0
6,14,1,1,0
2,14,2,1,0
1,16,2,2,0
4,3,5,1,0
8,15,2,1,0
1,16,2,2,0
4,16,1,2,0
3,14,1,1,0
4,16,1,2,0
4,16,1,1,0
2,12,1,4.43,0
10,3,2,1,0
11,3,2,1,0
11,3,2,1,0
12,3,2,1,0
12,3,2,1,0
13,3,2,1,0
3,14,1,2,0
3,12,1.11,11.77,0
2,14,1,2,0
3,14,1,2,0
3,14,1,2,0
3,14,1,2,0
3,14,1,2,0
3,14,1,2,0
3,14,1,2,0
3,14,1,2,0
3,10,1,5,0
4,16,1,0.5,0
5,15,1,1,0
1,15,2.94,1,0
2,13,1,2,0
5,16,0.703,1.65,0
4,13,1,2,0
5,13,1,2,0
5,13,1,2,0
4,13,1,2,0
5,13,1,2,0
6,13,1,2,0
4,13,1,2,0
3,14,1,2,0
6,16,1,3,0
1,15,3,1,0
3,14,1,1.5,0
11,16,7,4,0
14,16,1,2,0
3,14,1,1.63,0
6,13,1,2,0
3,14,1,1.26,0
3,14,1,1.5,0
3,10,1,5,0
3,13,1,2,0
7,13,1,2,0
11,13,1,2,0
13,13,1,2,0
3,13,1,2,0
3,13,1,2,0
3,13,1,2,0
3,13,1,2,0
3,14,1,1.6,0
3,13,1,2,0
3,13,1,2,0
3,13,1,2,0
3,13,1,2,0
6,13,1,2,0
3,13,1,2,0
3,13,1,2,0
3,13,1,2,0
3,14,1,2,0
3,14,1,1.57,0
3,14,1,1.59,0
3,14,1,1.5,0
3,14,1,1.67,0
3,14,1,2,0
3,14,1,1.8,0
11,13,1,2,0
11,16,2,1,0
3,14,1,1.5,0
8,14,1,1,0
3,14,1,2,0
3,14,1,1.5,0
3,14,1,1.67,0
12,1,141,26,0
1,12,7,31,0
13,3,2,1,0
2,13,1.0926,3,0
1,15,2.92,1,0
3,14,1,1.6,0
3,4,2,1,0
3,13,1,2,0
3,10,1,5,0
11,3,5,1,0
11,3,2,1,0
11,3,2,1,0
11,2,5,1,0
11,2,2,1,0
11,2,5,1,0
11,3,5,1,0
11,5,2,1,0
11,2,5,1,0
2,13,1,2,0
2,10,1,5,0
2,10,1,5,0
2,4,2,1,0
2,4,5,1,0
2,3,5,1,0
2,4,12,1,0
2,4,2,1,0
2,4,5,1,0
15,13,0.55,0.45,0
15,13,2,1,0
3,10,1,5,0
2,11,1,5,0
2,13,1,2,0
2,12,1,2,0
2,10,1,5,0
2,10,1,5,0
2,12,1,5,0
12,3,2,1,0
12,3,2,1,0
12,3,2,1,0
12,3,2,1,0
3,9,1,5,0
3,9,0.91,5.36,0
3,11,1,5,0
3,8,1,5,0
3,13,1,2,0
3,12,1,2,0
3,9,1,5,0
3,10,1,5,0
3,10,1,5,0
3,10,1,5,0
3,12,1,5,0
3,10,1,5,0
3,10,1,5,0
9,3,5,1,0
9,3,5,1,0
11,3,2,1,0
3,13,1,2,0
9,3,5,1,0
9,3,5.67,0.67,0
9,3,5,1,0
9,3,5.5,0.75,0
9,3,5,1,0
9,3,5,1,0
9,3,5,1,0
9,3,5,1,0
9,14,1,1,0
9,3,5,1,0
9,3,5,1,0
9,3,5,1,0
11,3,5,1,0
11,3,5,1,0
11,3,2,1,0
11,3,5,1,0
11,3,5,1,0
11,3,5,1,0
11,3,5,1,0
11,2,5,1,0
11,3,5,1,0
11,3,1,2,0
11,3,5,1,0
11,3,5,1,0
11,3,5.38,0.82,0
3,8,1,5,0
3,13,1,2,0
3,12,1,2,0
3,13,1,2,0
3,12,1,2,0
3,10,1,5,0
3,9,1,5,0
3,12,1,5,0
3,10,1,5,0
3,9,1,5,0
3,12,1,5,0
3,13,1,2,0
3,12,1,2,0
3,10,1,5,0
3,14,1,2,0
3,12,1,5,0
8,3,5,1,0
8,3,5,1,0
8,3,5,1,0
8,3,5,1,0
8,14,1,1,0
8,3,5,1,0
8,3,5,1,0
13,3,2,1,0
13,3,2,1,0
13,3,2,1,0
13,3,2,1,0
13,3,2,1,0
13,3,2,1,0
13,3,2,1,0
13,2,2,1,0
13,3,2,1,0
13,3,2,1,0
13,3,2,1,0
13,3,2,1,0
3,10,1,5,0
3,9,1,5,0
3,12,1,5,0
12,3,2,1,0
12,3,2,1,0
12,1,2,1,0
12,2,2,1,0
12,3,2,1,0
12,3,2,1,0
3,10,1,5,0
9,3,5,1,0
9,3,5,1,0
9,3,5,1,0
3,10,1,5,0
3,10,1,5,0
3,12,1,5,0
1,10,2,1,0
1,10,2,1,0
3,10,1,5,0
3,10,1,5,0
3,10,1,5,0
3,12,1,5,0
10,3,5,1,0
10,3,5,1,0
10,3,5,1,0
10,3,5,1,0
10,3,5,1,0
10,3,5,1,0
10,3,5,1,0
10,3,5,1,0
10,3,5,1,0
14,9,1,1,0
10,2,5,1,0
10,2,5,1,0
10,13,1,1,0
3,4,0.75,2.25,0
9,3,5,1,0
9,3,5,1,0
3,12,1,5,0
2,12,1,5,0
3,12,1,2,0
4,3,1,2,0
3,12,1,5,0
3,14,1,1.5,0
13,13,0.9,2,0
13,13,0.88,2,0
11,1,5,1,0
11,1,5,1,0
2,10,1,5,0
11,2,5,1,0
13,3,7.88,2.98,0
12,14,0.1,0.9,0
3,13,1,2,0
3,13,1,2,0
3,14,1,1.7,0
4,13,4,3,0
4,13,4,3,0
11,3,2,1,0
2,13,1,2,0
8,13,1,2,0
13,3,2,1,0
2,12,7,31,0
2,12,7,31,0
4,2,1,2,0
13,15,1,2,0
9,3,5.36,0.82,0
3,9,1,5,0
3,11,0.78,5.44,0
11,3,5,1,0
3,11,0.78,5.44,0
16,11,1,2,0
3,11,0.78,5.44,0
3,13,1,2,0
3,13,1,2,0
3,14,1,1.5,0
13,10,1,1,0
3,10,0.98,5.03,0
3,10,1,5,0
3,14,1,2,0
3,14,1,2,0
3,14,1,1.76,0
13,14,0.2,0.8,0
13,14,0.1818,0.8182,0
2,13,1,2,0
2,12,0.87,5.26,0
2,12,0.96,5.08,0
13,7,0.9,1.1,0
15,13,0.7,0.3,0
12,15,0.5,0.5,0
3,9,1,5,0
11,3,5.25,0.75,0
3,14,1,1.6,0
3,12,1,5,0
3,4,0.99,2.01,0
9,3,5.096,0.954,0
3,10,0.98,5.11,0
13,3,2.32,0.833,0
13,3,2.356,0.82,0
3,13,1,2,0
3,4,1,2,0
3,10,1,5,0
3,10,0.983,5.034,0
2,11,0.8,5.39,0
2,13,0.956,2.26,0
5,13,0.986,2,0
5,13,0.943,2,0
5,13,0.909,2,0
5,13,0.878,2,0
5,13,0.869,2,0
5,13,0.864,2,0
5,13,0.857,2,0
5,13,0.854,2,0
5,13,0.848,2,0
5,13,0.849,2,0
3,10,0.942,5.116,0
3,8,1,5,0
3,11,1.2,4.8,0
15,13,1,2,0
3,4,1,2,0
3,9,1,5,0
4,5,0.84,0.16,0
3,8,0.667,5.667,0
5,13,1,1.934,0
5,13,1,1.986,0
5,13,1,1.988,0
5,13,0.988,2,0
5,13,0.969,2,0
3,9,1,4.73,0
3,9,1,5.77,0
3,11,1,5,0
10,13,1,1,0
2,13,0.98,2,0
3,11,0.808,5.384,0
3,11,0.814,5.372,0
3,11,0.82,5.36,0
3,9,1,5,0
3,9,1,5,0
14,16,72,144,0
1,15,3,1,0
3,13,1,2,0
3,11,0.82,5.14,0
2,13,0.97,2,0
2,13,0.95,2,0
2,13,0.94,2,0
2,13,0.92,2,0
3,9,0.8,5.4,0
2,11,1,2,0
3,12,1,11.67,0
3,10,1,5,0
3,11,0.88,5.23,0
3,11,1,5,0
2,13,0.992,2,0
2,13,0.99,2,0
2,13,0.893,2.324,0
2,13,0.884,2.348,0
2,13,0.874,2.38,0
2,13,0.881,2.356,0
2,13,0.909,2.274,0
2,13,0.929,2.216,0
2,13,0.91,2.27,0
1,14,1,12,0
1,14,1,6,0
3,9,1,5,0
3,9,1,5,0
11,3,5.31,0.83,0
3,10,0.87,5.27,0
2,14,1,5,0
3,13,1,2,0
2,13,1,2.15,0
2,13,0.96,2.25,0
3,12,0.67,5.66,0
2,14,1,1.51,0
1,13,8.41,3.59,0
12,3,2,1,0
13,13,0.93,2,0
12,15,8,7,0
12,15,7.57,7,0
14,16,48,96,0
2,14,1,2,0
3,10,1,5,0
2,14,1,2,0
3,9,1,5,0
10,16,1,2,0
4,16,1,2,0
5,15,2,4,0
3,8,1,5,0
3,10,1,5,0
2,13,1,2,0
8,15,1,2,0
9,15,1,2,0
8,15,1,2,0
9,15,1,2,0
4,4,2,1,0
2,13,1,2,0
3,1,1,2,0
3,13,1,5,0
3,13,1,2,0
14,1,6,1,0
14,1,12,1,0
1,15,1,3,0
1,15,2,1,0
2,13,1,2,0
1,17,4,1,0
14,16,1,2.717,0
14,16,1,2.267,0
2,16,1,1,0
3,15,5,3,0
4,17,1,3,0
5,14,10,7,0
3,10,5,3,0
8,17,1,3,0
4,17,1,3,0
4,17,1,3,0
3,14,5,3,0
4,17,1,3,0
4,17,1,3,0
4,15,5,3,0
4,15,5,3.16,0
7,14,5,3,0
3,15,4.7,3,0
4,17,1,3,0
5,15,5,6,0
5,15,5,6,0
4,15,1,0.63,0
4,17,0.882,3,0
4,13,5,3,0
6,16,1,3,0
3,14,5,4,0
2,15,5,3,0
2,15,5,3,0
2,15,5,3,0
2,15,5,3,0
3,17,1,3,0
8,14,5,3,0
3,15,5,3,0
3,15,5,3,0
3,14,5,3,0
3,14,5,3,0
3,14,5,3,0
2,15,5,3,0
2,15,5,3,0
2,15,5,3,0
4,14,5,3,0
4,14,5,3,0
5,14,5,3,0
7,14,5,3,0
5,14,5,3,0
4,14,5,3,0
4,14,5,3,0
3,14,5,4,0
14,3,3,5,0
3,15,5,3,0
4,15,5,3.08,0
4,15,5,3,0
3,14,5,3,0
2,15,3,1,0
3,14,5,3,0
3,14,5,3,0
5,14,5,3,0
3,14,5,3,0
3,14,5,3,0
3,14,5,3,0
3,14,5,3,0
13,4,3,5,0
11,12,6,5,0
11,2,41,13,0
15,3,3,5,0
5,14,5,3,0
3,13,5,3,0
3,9,5,3,0
3,14,5,3,0
3,14,5,3,0
13,4,3,5,0
13,5,4,5,0
13,5,3,5,0
13,4,3,5,0
13,4,4,5,0
4,14,5,3,0
12,2,3,5,0
3,14,5,3,0
3,9,5,3,0
3,14,5,3,0
14,3,3,5,0
14,3,3,5,0
14,4,3,5,0
10,3,3,5,0
14,3,3,5,0
14,3,4,5,0
14,3,3,5,0
3,13,5,3,0
3,14,5,3,0
1,16,3,1,0
3,14,5,3,0
1,15,3,1,0
3,14,5,3,0
3,14,5,3,0
8,3,17,5,0
8,17,1,3,0
3,14,5,3,0
3,14,5,3,0
3,14,5,3,0
3,15,5,3,0
3,15,5,3,0
3,15,5,3,0
3,15,5,3,0
3,13,5,3,0
4,14,5,3,0
14,4,4,5,0
3,14,5,3,0
5,13,5,3,0
4,13,5,3,0
13,4,4,5,0
3,15,5,3,0
3,15,5,3,0
3,15,5,3,0
3,15,5,3,0
3,15,5,3,0
3,15,5,3,0
3,15,5,3,0
3,15,5,3,0
2,14,5,3,0
2,15,5,3,0
3,14,5,3,0
3,14,5,3,0
3,15,5,3,0
3,14,5,3,0
3,14,5,3,0
3,14,5,3,0
3,9,5,3,0
3,10,5,3,0
3,9,5,3,0
3,13,5,3,0
3,13,5,3,0
3,9,5,3,0
3,14,5,3,0
3,10,5,3,0
3,14,5,3,0
3,13,5,3,0
3,8,5,17,0
4,13,5,3,0
3,13,5,3,0
3,13,5,3,0
5,13,5,4,0
5,13,5,3,0
3,13,5,3,0
5,13,5,3,0
4,13,5,3,0
3,13,5,3,0
5,13,5,3,0
3,13,5,3,0
4,13,5,3,0
4,13,5,4,0
3,14,5,3,0
3,10,5,3,0
3,9,5,3,0
3,14,5,3,0
3,13,5,3,0
14,4,3,5,0
3,14,5,3,0
14,7,3,5,0
6,14,5,3,0
5,14,3,1,0
3,14,5,3,0
14,3,3,5,0
3,14,5,3,0
4,14,5,3,0
3,14,5,3,0
14,3,3,5,0
14,5,3,5,0
4,9,5,3,0
4,14,5,4,0
2,12,5,3,0
3,13,5,3,0
3,9,5,3,0
3,10,5,3,0
3,14,5,3,0
3,13,5,3,0
3,13,5,3,0
3,13,5,3,0
3,13,5,3,0
3,9,5,3,0
3,9,5,3,0
3,9,5,3,0
3,9,5,3,0
3,9,5,3,0
4,9,5,3,0
3,14,5,3,0
3,15,5,3,0
3,14,5,3,0
3,14,5,3,0
3,14,5,3,0
3,10,5,3,0
3,9,5,3,0
3,14,5,3,0
3,13,5,3,0
6,14,5,3,0
5,14,5,3,0
3,14,5,3,0
3,14,5,3,0
3,14,5,3,0
5,15,5,3,0
3,14,5,3,0
3,14,5,4,0
3,14,5,3,0
3,14,5,3,0
3,14,5,3,0
3,14,5,4,0
3,14,5,3,0
3,14,5,3,0
3,15,5,3,0
3,14,5,3,0
3,10,5,3,0
3,10,5,3,0
3,10,5,3,0
3,10,5,3,0
4,10,5,3,0
3,9,5,3,0
3,9,5,3,0
3,15,5,3,0
3,15,5,3,0
3,14,5,3,0
3,14,5,3,0
5,14,5,3,0
4,14,5,3,0
3,14,5,3,0
3,14,5,3,0
3,14,5,3,0
14,4,3,5,0
4,14,5,3,0
3,14,5,3,0
3,14,5,3,0
3,14,5,3,0
4,14,5,3,0
4,14,5,4,0
3,13,5,3,0
3,13,5,3,0
3,15,5,3,0
3,15,5,3,0
5,17,1,3,0
14,4,3.86,4.98,0
14,4,3.18,5,0
4,15,5,4,0
3,15,5,3,0
5,14,5,3.5,0
4,13,5,4,0
4,15,5,3.47,0
14,5,7,10,0
6,13,2,3.72,0
2,15,3,2,0
14,16,1,2,0
14,4,3,5,0
14,1,6,1,0
6,15,5,6,0
1,1,6,7,0
13,2,5,4,0
9,3,7,2,0
4,10,1,3,0
3,12,2.17,9.67,0
2,15,3,2,0
6,16,1,2,0
3,13,3,1,0
5,16,1,2,0
6,13,0.8,3,0
4,15,1,1,0
10,15,1,1,0
8,14,1.67,1,0
5,16,1,2,0
4,16,4,5,0
1,16,2,1,0
13,16,1,1,0
15,13,1,2,0
3,12,2.103,9.78,0
4,16,1,1,0
4,16,1,1,0
4,16,1,1,0
13,16,1,1,0
4,15,1,1,0
3,17,1,2,0
8,14,3,1,0
8,13,2,3,0
6,13,1,2,0
4,16,8.1,10,0
5,14,2,1,0
7,13,1,2,0
5,15,1,1,0
4,16,1,0.325,0
6,13,1,2.5,0
5,16,1.43,2,0
4,15,1,1,0
7,13,1,3,0
9,13,1,1.1,0
10,13,1,1,0
8,14,3,1,0
10,14,2,1,0
13,15,1,1,0
1,16,2,2,0
1,15,3,1,0
1,15,3,1,0
4,16,3,4,0
15,17,1,5,0
9,16,1,1,0
1,15,3,1,0
1,15,3,1,0
1,15,3,1,0
1,15,3,1,0
1,15,3,1,0
1,15,3,1,0
1,15,3,1,0
1,15,3,1,0
1,15,3,1,0
1,15,3,1,0
3,16,2,3,0
10,16,1,1,0
11,16,2,1,0
11,16,1,1,0
10,15,1,1,0
8,16,1,1,0
6,16,1,2,0
1,16,2,1,0
10,15,1,1,0
9,16,1,1,0
8,16,0.95,1.05,0
8,16,1.05,0.95,0
8,16,1,1,0
10,16,1,1,0
13,9,5,2,0
10,4,3,1,0
6,15,2.56,4,0
6,15,0.82,1,0
13,16,1,1,0
15,16,2,5,0
13,1,2,6,0
5,15,2,1,0
14,16,1,1,0
3,17,1,3,0
14,16,1,2,0
2,12,1,2,0
3,1,1,0.34,0
6,16,1,1,0
6,15,4.6,4,0
15,17,1,5,0
1,15,3,1,0
6,16,1,2,0
11,15,0.86,0.14,0
11,12,1.1,0.9,0
2,13,3,5,0
15,17,1,5,0
3,17,1,2,0
5,16,1,2,0
1,16,2,2,0
1,16,2,2,0
6,16,1,1,0
7,16,1,1,0
6,13,0.91,3,0
3,17,1,1,0
6,16,1,2,0
6,16,1,2,0
11,16,1,1,0
8,1,1,1,0
8,1,1,1,0
8,1,1,0.42,0
9,13,5,4,0
4,16,6.9,9,0
11,16,0.87,1,0
1,12,3,1,0
3,16,2,3,0
7,15,1,1,0
5,15,1,1,0
9,16,1,1,0
10,16,1,1,0
10,16,1,1,0
10,14,1,1,0
10,15,1,1,0
4,15,1,1,0
4,15,1,1,0
6,13,1,4,0
4,16,2,1,0
13,16,1,1,0
1,16,2,2,0
9,14,1,3,0
10,16,1,0.997,0
5,15,0.987,1,0
3,16,1,1,0
6,15,0.6,1,0
4,16,0.95,1,0
6,14,2,1,0
5,16,1,2,0
5,16,1.35,2,0
4,16,1,0.48,0
9,15,1,1,0
4,15,5,3,0
6,13,3.46,12,0
9,15,1,1,0
9,14,3,2,0
3,1,1,3,0
1,17,1,1,0
9,16,1,1,0
6,14,1,1,0
5,16,1,1,0
5,15,1,0.95,0
5,15,1,1,0
4,16,1,1,0
9,15,1,1,0
5,14,3.28,0.72,0
7,15,1,1,0
7,15,1.09,1,0
7,16,1,1,0
4,15,1,1,0
7,16,1,2,0
5,15,1,1,0
5,16,2,3,0
5,16,1,1,0
10,14,3.56,2,0
10,14,3.26,2,0
10,14,3,2,0
10,14,2.74,2,0
9,1,1,0.18,0
9,1,1,0.19,0
9,1,1,0.26,0
9,16,1,1,0
6,15,1,1,0
6,16,1,1,0
1,13,1,0.88,0
11,14,1,1,0
7,14,2,1,0
9,16,1,1,0
5,16,1.2,2,0
5,16,1,1,0
4,16,1,1,0
3,16,1,1,0
4,16,1,1,0
11,16,1,1,0
9,14,1.75,1,0
8,14,1.76,1,0
8,16,0.66,1,0
5,14,2,1,0
6,14,2,1,0
10,14,1.7,1,0
9,14,1.7,1,0
8,14,1.56,1,0
8,16,0.67,1,0
10,14,2,3,0
1,15,3,1,0
8,14,2,1,0
8,14,3.2,2,0
8,14,13,8,0
8,15,1,0.33,0
8,15,1,1,0
10,14,1.84,0.99,0
10,14,3.33,2,0
8,16,1,1,0
3,1,1,0.176,0
1,16,2,1,0
13,11,2,3.4,0
13,9,3,1,0
13,3,3,1,0
13,7,4.12,1,0
13,7,10,3,0
13,3,3,1,0
13,3,3,1,0
13,9,5,2,0
13,15,1,1,0
13,3,1,2,0
13,3,3,1,0
13,4,1,3,0
13,5,23,4,0
13,3,3,1,0
13,4,1,2,0
11,13,0.75,0.25,0
11,13,0.7,0.3,0
11,3,5,1,0
11,2,0.03,0.97,0
11,14,0.8,0.2,0
11,4,0.07,0.93,0
11,12,0.66,0.34,0
11,12,1.5,0.5,0
11,13,0.8,0.2,0
11,1,2,1,0
11,2,1,3,0
11,14,0.85,0.15,0
2,11,1,1,0
2,1,1,4,0
2,13,1,2,0
2,13,1,2,0
2,13,1,2,0
2,6,2,1,0
2,7,2,1,0
2,6,2,1,0
2,7,2,1,0
2,5,2,1,0
2,6,2,1,0
15,2,0.01,0.99,0
15,7,1,1,0
15,10,1,1,0
15,14,0.3,0.7,0
15,10,1,1,0
15,9,1,1,0
2,12,1,2,0
2,13,1,2,0
2,2,1,2,0
2,2,1,1,0
12,3,58,13,0
12,11,1,2,0
12,3,58,13,0
12,3,3,1,0
12,3,58,13,0
12,3,17,2,0
12,3,58,13,0
12,1,1.5,0.5,0
12,1,0.8,0.2,0
12,2,1,1,0
12,2,1,3,0
12,2,3,1,0
12,3,58,13,0
12,3,58,13,0
12,3,3,1,0
12,3,3,1,0
12,3,58,13,0
12,12,0.0137,0.9863,0
12,12,0.961,0.039,0
12,3,58,13,0
3,3,0.4,0.6,0
3,13,2,1,0
3,2,2,17,0
3,10,1,3,0
3,10,2,7,0
3,3,1,1,0
9,3,17.2,1.9,0
6,15,1,1,0
4,15,1,1,0
13,3,1,3,0
13,3,3,1,0
9,3,15.58,2.16,0
8,3,15.86,1.97,0
9,6,3,1,0
9,14,2,1,0
9,14,3,2,0
9,14,2.9,2,0
9,7,1,1,0
9,3,7,2,0
9,5,3,1,0
9,6,3,1,0
9,6,0.93,0.07,0
6,4,2,1,0
6,4,2,1,0
1,1,1,2,0
11,14,0.82,0.18,0
11,13,1.74,0.96,0
3,2,1,2,0
3,3,1,1,0
3,13,2,1,0
3,13,2,1,0
3,2,1,2,0
3,10,2,17,0
3,12,1,5,0
3,13,2,1,0
3,12,2,17,0
3,13,1,2,0
3,2,1,2,0
3,2,1,4,0
3,2,1,5,0
3,2,1,5.2,0
3,2,1.92,17,0
3,10,2,17,0
3,13,1,2,0
8,3,17,2,0
8,3,17.36,1.83,0
8,14,2,1,0
8,3,7,2,0
8,4,2,1,0
8,3,17,2,0
13,3,3,1,0
13,2,2,1,0
13,4,1,2,0
13,4,1,3,0
13,3,2,1,0
13,12,0.0196,0.9804,0
3,13,2,1,0
3,3,0.8,0.2,0
3,10,2,17,0
3,8,1,2,0
3,3,0.93,1.07,0
3,3,0.8,0.2,0
3,13,2,1,0
12,11,5,2,0
4,7,1,2,0
4,10,1,3,0
4,10,1,3,0
4,3,1,1,0
12,2,1,3,0
12,3,3,1,0
12,3,2,1,0
12,3,0.75,0.25,0
12,3,3,1,0
12,3,3,1,0
11,12,0.05,0.95,0
3,13,2,1,0
9,2,1,3,0
9,6,3,1,0
9,14,1,1,0
9,14,1,1,0
9,6,3,1,0
1,14,1,2,0
3,2,2,17,0
3,10,2,7,0
2,10,1,2,0
2,10,5,2,0
2,10,3,1,0
2,9,5,2,0
2,2,4,1,0
2,2,17,2,0
2,2,15.74,3,0
2,2,38,9,0
2,3,2,1,0
2,3,2,1,0
7,14,2,1,0
7,14,3,1,0
7,4,2,1,0
7,4,3.6,2.4,0
7,3,2,1,0
6,10,1,1,0
6,9,0.52,0.48,0
6,9,1,3,0
6,7,0.18,0.82,0
5,15,1,1,0
1,14,13,5,0
5,8,0.25,0.75,0
5,12,1,2,0
3,10,2,17,0
3,13,2,1,0
10,3,17,2,0
10,16,0.95,1,0
10,14,3,2,0
10,14,3,1,0
10,3,17,2,0
10,13,1,1,0
10,3,17,2,0
10,3,2,1,0
10,4,3,1,0
14,10,1,1,0
14,4,0.8,3.2,0
10,3,3,1,0
10,4,3,1,0
16,3,1,1,0
10,14,2,3,0
10,16,1,1,0
10,3,3,1,0
3,12,13,58,0
7,3,2,1,0
7,3,2,1,0
9,3,2,1,0
9,6,3,1,0
8,7,1,1,0
3,13,2,1,0
14,4,1,2,0
14,4,5,6,0
14,5,1,3,0
14,3,1,2,0
2,13,1,2,0
3,13,2,1,0
3,12,2,17,0
4,12,1,2,0
4,4,0.3,0.7,0
3,12,2,17,0
3,8,3.44,31.54,0
3,5,3.76,34.2,0
10,2,2,5,0
3,8,1.85,17.3,0
9,4,1.875,1.04,0
7,15,1,0.421,0
7,15,2,1.08,0
4,13,3,1,0
2,3,2,1,0
2,1,1,2,0
2,8,2,1,0
2,1,1,2,0
3,8,1.9,16.8,0
9,3,17,2,0
11,12,1,1,0
9,16,0.63,1,0
6,5,2,1,0
3,8,2,17,0
3,7,1,2,0
8,3,17,1.76,0
12,1,1,3,0
