Table No.,ICSD No.,Space Group,Struct.formula,,元素1,元素1数,族1,周期1,,元素2,元素2数,族2,周期2,晶系,,
181,16504,P 62 2 2,Ta Ge2,Ta,Ta,1,5,6,Ge2,Ge,2,14,4,Hexagonal,c,
181,30713,P 62 2 2,Mg2 Ni,Mg2,Mg,2,2,3,Ni,Ni,1,10,4,Hexagonal,c,
181,74641,P 62 2 2,Cs C8,Cs,Cs,1,1,6,C8,C,8,14,2,Hexagonal,c,
181,77114,P 62 2 2,Mo Sn2,Mo,Mo,1,6,5,Sn2,Sn,2,14,5,Hexagonal,c,
181,633427,P 62 2 2,Sc Fe2,Sc,Sc,1,3,4,Fe2,Fe,2,8,4,Hexagonal,c,
181,638088,P 62 2 2,V Ge2,V,V,1,5,4,Ge2,Ge,2,14,4,Hexagonal,c,
181,638941,P 62 2 2,Hf Sn2,Hf,Hf,1,4,6,Sn2,Sn,2,14,5,Hexagonal,c,
181,644399,P 62 2 2,Mo Si2,Mo,Mo,1,6,5,Si2,Si,2,14,3,Hexagonal,c,
181,652549,P 62 2 2,W Si2,W,W,1,6,6,Si2,Si,2,14,3,Hexagonal,c,
212,2218,P 43 3 2,Ba Si2,Ba,Ba,1,2,6,Si2,Si,2,14,3,Cubic,,
212,2460,P 43 3 2,Sr Si2,Sr,Sr,1,2,5,Si2,Si,2,14,3,Cubic,,
212,22177,P 43 3 2,V8 C7,V8,V,8,5,4,C7,C,7,14,2,Cubic,,
212,60191,P 43 3 2,V C0.88,V,V,1,5,4,C0.88,C,0.88,14,2,Cubic,,
212,79196,P 43 3 2,Fe21.34 O32,Fe21.34,Fe,21.34,8,4,O32,O,32,16,2,Cubic,,
212,87119,P 43 3 2,Fe21.16 O31.92,Fe21.16,Fe,21.16,8,4,O31.92,O,31.92,16,2,Cubic,,
212,407876,P 43 3 2,K6 Sn25,K6,K,6,1,4,Sn25,Sn,25,14,5,Cubic,,
212,249048,P 43 3 2,Fe21.34 O26.67,Fe21.34,Fe,21.34,8,4,O26.67,O,26.67,16,2,Cubic,,
212,250541,P 43 3 2,Fe2.12 O3.19,Fe2.12,Fe,2.12,8,4,O3.19,O,3.19,16,2,Cubic,,
212,90703,P 41 3 2,Ba24 Si100,Ba24,Ba,24,2,6,Si100,Si,100,14,3,Cubic,c,
212,91052,P 41 3 2,Ba24 Ge100,Ba24,Ba,24,2,6,Ge100,Ge,100,14,4,Cubic,c,
212,91224,P 41 3 2,Ba6 Ge24,Ba6,Ba,6,2,6,Ge24,Ge,24,14,4,Cubic,c,
212,52285,P 41 3 2,Cu0.83 Si0.17,Cu0.83,Cu,0.83,11,4,Si0.17,Si,0.17,14,3,Cubic,c,
212,92576,P 41 3 2,Ba6 Ge25,Ba6,Ba,6,2,6,Ge25,Ge,25,14,4,Cubic,c,
212,104862,P 41 3 2,Mg3 Ru2,Mg3,Mg,3,2,3,Ru2,Ru,2,8,5,Cubic,c,
212,106021,P 41 3 2,Ru Zn6,Ru,Ru,1,8,5,Zn6,Zn,6,12,4,Cubic,c,
212,608458,P 41 3 2,Mn0.75 Al0.25,Mn0.75,Mn,0.75,7,4,Al0.25,Al,0.25,13,3,Cubic,c,
212,608469,P 41 3 2,Mn0.4 Al0.6,Mn0.4,Mn,0.4,7,4,Al0.6,Al,0.6,13,3,Cubic,c,
212,612191,P 41 3 2,Nb3 Au2,Nb3,Nb,3,5,5,Au2,Au,2,11,6,Cubic,c,
212,612194,P 41 3 2,Nb11 Au9,Nb11,Nb,11,5,5,Au9,Au,9,11,6,Cubic,c,
212,612316,P 41 3 2,Au0.84 Si0.16,Au0.84,Au,0.84,11,6,Si0.16,Si,0.16,14,3,Cubic,c,
212,633212,P 41 3 2,Re0.6 Fe0.4,Re0.6,Re,0.6,7,6,Fe0.4,Fe,0.4,8,4,Cubic,c,
212,633213,P 41 3 2,Fe Re,Fe,Fe,1,8,4,Re,Re,1,7,6,Cubic,c,
212,634631,P 41 3 2,Mn17 Ga3,Mn17,Mn,17,7,4,Ga3,Ga,3,13,4,Cubic,c,
212,635637,P 41 3 2,V3 Ga2,V3,V,3,5,4,Ga2,Ga,2,13,4,Cubic,c,
212,643067,P 41 3 2,Mn0.85 Ni0.15,Mn0.85,Mn,0.85,7,4,Ni0.15,Ni,0.15,10,4,Cubic,c,
212,643934,P 41 3 2,Mn12 Zn8,Mn12,Mn,12,7,4,Zn8,Zn,8,12,4,Cubic,c,
212,108565,P 41 3 2,Fe2 Re3,Fe2,Fe,2,8,4,Re3,Re,3,7,6,Cubic,c,
212,54404,P 41 3 2,Nb11.04 Au8.96,Nb11.04,Nb,11.04,5,5,Au8.96,Au,8.96,11,6,Cubic,c,
212,163415,P 41 3 2,Mn0.85 Co0.15,Mn0.85,Mn,0.85,7,4,Co0.15,Co,0.15,9,4,Cubic,c,
212,163416,P 41 3 2,Mn0.75 Co0.25,Mn0.75,Mn,0.75,7,4,Co0.25,Co,0.25,9,4,Cubic,c,
212,163419,P 41 3 2,Mn0.6 Co0.4,Mn0.6,Mn,0.6,7,4,Co0.4,Co,0.4,9,4,Cubic,c,
212,165368,P 41 3 2,K7.4 Sn25,K7.4,K,7.4,1,4,Sn25,Sn,25,14,5,Cubic,c,
212,251023,P 41 3 2,Co2.61 Zn2.39,Co2.61,Co,2.61,9,4,Zn2.39,Zn,2.39,12,4,Cubic,c,
212,251024,P 41 3 2,Co2.50 Zn2.50,Co2.50,Co,2.5,9,4,Zn2.50,Zn,2.5,12,4,Cubic,c,
212,251025,P 41 3 2,Co2.42 Zn2.58,Co2.42,Co,2.42,9,4,Zn2.58,Zn,2.58,12,4,Cubic,c,
212,251026,P 41 3 2,Co2.37 Zn2.63,Co2.37,Co,2.37,9,4,Zn2.63,Zn,2.63,12,4,Cubic,c,
212,251027,P 41 3 2,Co2.6 Zn2.4,Co2.6,Co,2.6,9,4,Zn2.4,Zn,2.4,12,4,Cubic,c,
212,186177,P 43 3 2,Na C2,Na,Na,1,1,3,C2,C,2,14,2,Cubic,,t
213,30373,P 41 3 2,Sr Si2,Sr,Sr,1,2,5,Si2,Si,2,14,3,Cubic,,
213,90703,P 41 3 2,Ba24 Si100,Ba24,Ba,24,2,6,Si100,Si,100,14,3,Cubic,,
213,91052,P 41 3 2,Ba24 Ge100,Ba24,Ba,24,2,6,Ge100,Ge,100,14,4,Cubic,,
213,91224,P 41 3 2,Ba6 Ge24,Ba6,Ba,6,2,6,Ge24,Ge,24,14,4,Cubic,,
213,52285,P 41 3 2,Cu0.83 Si0.17,Cu0.83,Cu,0.83,11,4,Si0.17,Si,0.17,14,3,Cubic,,
213,92576,P 41 3 2,Ba6 Ge25,Ba6,Ba,6,2,6,Ge25,Ge,25,14,4,Cubic,,
213,104862,P 41 3 2,Mg3 Ru2,Mg3,Mg,3,2,3,Ru2,Ru,2,8,5,Cubic,,
213,106021,P 41 3 2,Ru Zn6,Ru,Ru,1,8,5,Zn6,Zn,6,12,4,Cubic,,
213,608458,P 41 3 2,Mn0.75 Al0.25,Mn0.75,Mn,0.75,7,4,Al0.25,Al,0.25,13,3,Cubic,,
213,608469,P 41 3 2,Mn0.4 Al0.6,Mn0.4,Mn,0.4,7,4,Al0.6,Al,0.6,13,3,Cubic,,
213,612191,P 41 3 2,Nb3 Au2,Nb3,Nb,3,5,5,Au2,Au,2,11,6,Cubic,,
213,612194,P 41 3 2,Nb11 Au9,Nb11,Nb,11,5,5,Au9,Au,9,11,6,Cubic,,
213,612316,P 41 3 2,Au0.84 Si0.16,Au0.84,Au,0.84,11,6,Si0.16,Si,0.16,14,3,Cubic,,
213,633212,P 41 3 2,Re0.6 Fe0.4,Re0.6,Re,0.6,7,6,Fe0.4,Fe,0.4,8,4,Cubic,,
213,633213,P 41 3 2,Fe Re,Fe,Fe,1,8,4,Re,Re,1,7,6,Cubic,,
213,634631,P 41 3 2,Mn17 Ga3,Mn17,Mn,17,7,4,Ga3,Ga,3,13,4,Cubic,,
213,635637,P 41 3 2,V3 Ga2,V3,V,3,5,4,Ga2,Ga,2,13,4,Cubic,,
213,643067,P 41 3 2,Mn0.85 Ni0.15,Mn0.85,Mn,0.85,7,4,Ni0.15,Ni,0.15,10,4,Cubic,,
213,643934,P 41 3 2,Mn12 Zn8,Mn12,Mn,12,7,4,Zn8,Zn,8,12,4,Cubic,,
213,108565,P 41 3 2,Fe2 Re3,Fe2,Fe,2,8,4,Re3,Re,3,7,6,Cubic,,
213,54404,P 41 3 2,Nb11.04 Au8.96,Nb11.04,Nb,11.04,5,5,Au8.96,Au,8.96,11,6,Cubic,,
213,163415,P 41 3 2,Mn0.85 Co0.15,Mn0.85,Mn,0.85,7,4,Co0.15,Co,0.15,9,4,Cubic,,
213,163416,P 41 3 2,Mn0.75 Co0.25,Mn0.75,Mn,0.75,7,4,Co0.25,Co,0.25,9,4,Cubic,,
213,163419,P 41 3 2,Mn0.6 Co0.4,Mn0.6,Mn,0.6,7,4,Co0.4,Co,0.4,9,4,Cubic,,
213,165368,P 41 3 2,K7.4 Sn25,K7.4,K,7.4,1,4,Sn25,Sn,25,14,5,Cubic,,
213,251023,P 41 3 2,Co2.61 Zn2.39,Co2.61,Co,2.61,9,4,Zn2.39,Zn,2.39,12,4,Cubic,,
213,251024,P 41 3 2,Co2.50 Zn2.50,Co2.50,Co,2.5,9,4,Zn2.50,Zn,2.5,12,4,Cubic,,
213,251025,P 41 3 2,Co2.42 Zn2.58,Co2.42,Co,2.42,9,4,Zn2.58,Zn,2.58,12,4,Cubic,,
213,251026,P 41 3 2,Co2.37 Zn2.63,Co2.37,Co,2.37,9,4,Zn2.63,Zn,2.63,12,4,Cubic,,
213,251027,P 41 3 2,Co2.6 Zn2.4,Co2.6,Co,2.6,9,4,Zn2.4,Zn,2.4,12,4,Cubic,,
213,2218,P 43 3 2,Ba Si2,Ba,Ba,1,2,6,Si2,Si,2,14,3,Cubic,c,
213,22177,P 43 3 2,V8 C7,V8,V,8,5,4,C7,C,7,14,2,Cubic,c,
213,60191,P 43 3 2,V C0.88,V,V,1,5,4,C0.88,C,0.88,14,2,Cubic,c,
213,79196,P 43 3 2,Fe21.34 O32,Fe21.34,Fe,21.34,8,4,O32,O,32,16,2,Cubic,c,
213,87119,P 43 3 2,Fe21.16 O31.92,Fe21.16,Fe,21.16,8,4,O31.92,O,31.92,16,2,Cubic,c,
213,407876,P 43 3 2,K6 Sn25,K6,K,6,1,4,Sn25,Sn,25,14,5,Cubic,c,
213,249048,P 43 3 2,Fe21.34 O26.67,Fe21.34,Fe,21.34,8,4,O26.67,O,26.67,16,2,Cubic,c,
213,250541,P 43 3 2,Fe2.12 O3.19,Fe2.12,Fe,2.12,8,4,O3.19,O,3.19,16,2,Cubic,c,
213,186177,P 43 3 2,Na C2,Na,Na,1,1,3,C2,C,2,14,2,Cubic,c,t
