Table No.,ICSD No.,Space Group,Struct.formula,,元素1,元素1数,族1,周期1,,元素2,元素2数,族2,周期2,晶系,,
217,650207,I -4 3 m,Re0.86 Zr0.14,Re0.86,Re,0.86,7,6,Zr0.14,Zr,0.14,4,5,Cubic,,
217,650213,I -4 3 m,Re0.83 Zr0.17,Re0.83,Re,0.83,7,6,Zr0.17,Zr,0.17,4,5,Cubic,,
217,651830,I -4 3 m,Sc0.125 Tc0.875,Sc0.125,Sc,0.125,3,4,Tc0.875,Tc,0.875,7,5,Cubic,,
217,652381,I -4 3 m,Tc3 Si,Tc3,Tc,3,7,5,Si,Si,1,14,3,Cubic,,
217,652906,I -4 3 m,Tc0.875 Ta0.125,Tc0.875,Tc,0.875,7,5,Ta0.125,Ta,0.125,5,6,Cubic,,
217,652907,I -4 3 m,Tc0.833 Ta0.167,Tc0.833,Tc,0.833,7,5,Ta0.167,Ta,0.167,5,6,Cubic,,
217,653019,I -4 3 m,Tc0.875 Ti0.125,Tc0.875,Tc,0.875,7,5,Ti0.125,Ti,0.125,4,4,Cubic,,
217,653021,I -4 3 m,Tc0.85 Ti0.15,Tc0.85,Tc,0.85,7,5,Ti0.15,Ti,0.15,4,4,Cubic,,
217,653040,I -4 3 m,Tc0.875 Zr0.125,Tc0.875,Tc,0.875,7,5,Zr0.125,Zr,0.125,4,5,Cubic,,
217,171749,I -4 3 m,Zn10.648 Pd2.352,Zn10.648,Zn,10.648,12,4,Pd2.352,Pd,2.352,10,5,Cubic,,
217,109136,I -4 3 m,Mg24 Er5,Mg24,Mg,24,2,3,Er5,Er,5,3,6,Cubic,,
217,109137,I -4 3 m,Mg24 Dy5,Mg24,Mg,24,2,3,Dy5,Dy,5,3,6,Cubic,,
217,109138,I -4 3 m,Mg24 Y5,Mg24,Mg,24,2,3,Y5,Y,5,3,5,Cubic,,
217,109266,I -4 3 m,Hf5 Re24,Hf5,Hf,5,4,6,Re24,Re,24,7,6,Cubic,,
217,109271,I -4 3 m,Zr5 Re24,Zr5,Zr,5,4,5,Re24,Re,24,7,6,Cubic,,
217,109289,I -4 3 m,Re24 Mo5,Re24,Re,24,7,6,Mo5,Mo,5,6,5,Cubic,,
217,109346,I -4 3 m,Re22 Nb7,Re22,Re,22,7,6,Nb7,Nb,7,5,5,Cubic,,
217,150198,I -4 3 m,Fe13 Zn39,Fe13,Fe,13,8,4,Zn39,Zn,39,12,4,Cubic,,
217,150649,I -4 3 m,Cr0.08 Ti0.92,Cr0.08,Cr,0.08,6,4,Ti0.92,Ti,0.92,4,4,Cubic,,
217,151538,I -4 3 m,Tm5 Mg24,Tm5,Tm,5,3,6,Mg24,Mg,24,2,3,Cubic,,
217,158247,I -4 3 m,Mg17 Al12,Mg17,Mg,17,2,3,Al12,Al,12,13,3,Cubic,,
217,163565,I -4 3 m,Ag18.56 Li33.44,Ag18.56,Ag,18.56,11,5,Li33.44,Li,33.44,1,2,Cubic,,
217,165163,I -4 3 m,Fe5.3 Al7.7,Fe5.3,Fe,5.3,8,4,Al7.7,Al,7.7,13,3,Cubic,,
217,169545,I -4 3 m,Fe5 Al8,Fe5,Fe,5,8,4,Al8,Al,8,13,3,Cubic,,
217,183701,I -4 3 m,Si O2,Si,Si,1,14,3,O2,O,2,16,2,Cubic,,
217,187413,I -4 3 m,Al8.26 Cr4.74,Al8.26,Al,8.26,13,3,Cr4.74,Cr,4.74,6,4,Cubic,,
217,188787,I -4 3 m,Mn0.895 Re0.105,Mn0.895,Mn,0.895,7,4,Re0.105,Re,0.105,7,6,Cubic,,
217,188788,I -4 3 m,Mn0.892 Re0.108,Mn0.892,Mn,0.892,7,4,Re0.108,Re,0.108,7,6,Cubic,,
217,188789,I -4 3 m,Mn0.875 Re0.125,Mn0.875,Mn,0.875,7,4,Re0.125,Re,0.125,7,6,Cubic,,
217,188790,I -4 3 m,Mn0.457 Re0.543,Mn0.457,Mn,0.457,7,4,Re0.543,Re,0.543,7,6,Cubic,,
217,188791,I -4 3 m,Mn0.883 Re0.117,Mn0.883,Mn,0.883,7,4,Re0.117,Re,0.117,7,6,Cubic,,
217,188792,I -4 3 m,Mn0.831 Re0.169,Mn0.831,Mn,0.831,7,4,Re0.169,Re,0.169,7,6,Cubic,,
217,188793,I -4 3 m,Mn0.811 Re0.189,Mn0.811,Mn,0.811,7,4,Re0.189,Re,0.189,7,6,Cubic,,
217,188794,I -4 3 m,Mn0.761 Re0.239,Mn0.761,Mn,0.761,7,4,Re0.239,Re,0.239,7,6,Cubic,,
217,188795,I -4 3 m,Mn0.739 Re0.261,Mn0.739,Mn,0.739,7,4,Re0.261,Re,0.261,7,6,Cubic,,
217,188796,I -4 3 m,Mn0.705 Re0.295,Mn0.705,Mn,0.705,7,4,Re0.295,Re,0.295,7,6,Cubic,,
217,188797,I -4 3 m,Mn0.487 Re0.513,Mn0.487,Mn,0.487,7,4,Re0.513,Re,0.513,7,6,Cubic,,
217,188798,I -4 3 m,Mn0.404 Re0.596,Mn0.404,Mn,0.404,7,4,Re0.596,Re,0.596,7,6,Cubic,,
217,188799,I -4 3 m,Mn0.402 Re0.598,Mn0.402,Mn,0.402,7,4,Re0.598,Re,0.598,7,6,Cubic,,
217,188800,I -4 3 m,Mn0.379 Re0.621,Mn0.379,Mn,0.379,7,4,Re0.621,Re,0.621,7,6,Cubic,,
217,188801,I -4 3 m,Mn0.797 Re0.203,Mn0.797,Mn,0.797,7,4,Re0.203,Re,0.203,7,6,Cubic,,
217,188802,I -4 3 m,Mn0.622 Re0.378,Mn0.622,Mn,0.622,7,4,Re0.378,Re,0.378,7,6,Cubic,,
217,188803,I -4 3 m,Mn0.419 Re0.581,Mn0.419,Mn,0.419,7,4,Re0.581,Re,0.581,7,6,Cubic,,
217,426095,I -4 3 m,Y3.7 Mg25.3,Y3.7,Y,3.7,3,5,Mg25.3,Mg,25.3,2,3,Cubic,,
217,426096,I -4 3 m,Y3.73 Mg25.27,Y3.73,Y,3.73,3,5,Mg25.27,Mg,25.27,2,3,Cubic,,
217,426097,I -4 3 m,Y3.82 Mg25.18,Y3.82,Y,3.82,3,5,Mg25.18,Mg,25.18,2,3,Cubic,,
217,426098,I -4 3 m,Y3.93 Mg25.07,Y3.93,Y,3.93,3,5,Mg25.07,Mg,25.07,2,3,Cubic,,
217,107576,I -4 3 m,Rh2 Zn11,Rh2,Rh,2,9,5,Zn11,Zn,11,12,4,Cubic,,
217,107598,I -4 3 m,Pt2 Zn10.72,Pt2,Pt,2,10,6,Zn10.72,Zn,10.72,12,4,Cubic,,
217,107599,I -4 3 m,Pt2 Zn10.77,Pt2,Pt,2,10,6,Zn10.77,Zn,10.77,12,4,Cubic,,
217,55525,I -4 3 m,Mg6.321 Y0.929,Mg6.321,Mg,6.321,2,3,Y0.929,Y,0.929,3,5,Cubic,,
217,240665,I -4 3 m,Cu5.59 Zn7.41,Cu5.59,Cu,5.59,11,4,Zn7.41,Zn,7.41,12,4,Cubic,,
217,240666,I -4 3 m,Cu5.31 Zn7.69,Cu5.31,Cu,5.31,11,4,Zn7.69,Zn,7.69,12,4,Cubic,,
217,240667,I -4 3 m,Cu5.00 Zn8.00,Cu5.00,Cu,5,11,4,Zn8.00,Zn,8,12,4,Cubic,,
217,240668,I -4 3 m,Cu4.56 Zn8.44,Cu4.56,Cu,4.56,11,4,Zn8.44,Zn,8.44,12,4,Cubic,,
217,240669,I -4 3 m,Cu4.21 Zn8.79,Cu4.21,Cu,4.21,11,4,Zn8.79,Zn,8.79,12,4,Cubic,,
217,5070,I -4 3 m,Cu7 Hg6,Cu7,Cu,7,11,4,Hg6,Hg,6,12,6,Cubic,,
217,193853,I -4 3 m,C H4,C,C,1,14,2,H4,H,4,1,1,Cubic,,
217,194374,I -4 3 m,Co2 Zn11,Co2,Co,2,9,4,Zn11,Zn,11,12,4,Cubic,,
217,194375,I -4 3 m,Co2.34 Zn10.63,Co2.34,Co,2.34,9,4,Zn10.63,Zn,10.63,12,4,Cubic,,
217,194376,I -4 3 m,Co2.65 Zn10.29,Co2.65,Co,2.65,9,4,Zn10.29,Zn,10.29,12,4,Cubic,,
217,194377,I -4 3 m,Co2.85 Zn10.03,Co2.85,Co,2.85,9,4,Zn10.03,Zn,10.03,12,4,Cubic,,
217,424900,I -4 3 m,Ni4 Zn22,Ni4,Ni,4,10,4,Zn22,Zn,22,12,4,Cubic,,
217,425440,I -4 3 m,Pd2 Cd10.492,Pd2,Pd,2,10,5,Cd10.492,Cd,10.492,12,5,Cubic,,
217,425441,I -4 3 m,Pd2 Cd10.502,Pd2,Pd,2,10,5,Cd10.502,Cd,10.502,12,5,Cubic,,
217,425442,I -4 3 m,Pd2 Cd10.598,Pd2,Pd,2,10,5,Cd10.598,Cd,10.598,12,5,Cubic,,
217,425443,I -4 3 m,Pd2 Cd10.725,Pd2,Pd,2,10,5,Cd10.725,Cd,10.725,12,5,Cubic,,
217,425444,I -4 3 m,Pd2 Cd10.787,Pd2,Pd,2,10,5,Cd10.787,Cd,10.787,12,5,Cubic,,
218,15583,P -4 3 n,Se Cl4,Se,Se,1,16,4,Cl4,Cl,4,17,3,Cubic,,
218,43515,P -4 3 n,K Ge,K,K,1,1,4,Ge,Ge,1,14,4,Cubic,,
218,43516,P -4 3 n,Rb Ge,Rb,Rb,1,1,5,Ge,Ge,1,14,4,Cubic,,
218,43517,P -4 3 n,Cs Ge,Cs,Cs,1,1,6,Ge,Ge,1,14,4,Cubic,,
218,43518,P -4 3 n,K Si,K,K,1,1,4,Si,Si,1,14,3,Cubic,,
218,43519,P -4 3 n,Rb Si,Rb,Rb,1,1,5,Si,Si,1,14,3,Cubic,,
218,43520,P -4 3 n,Cs Si,Cs,Cs,1,1,6,Si,Si,1,14,3,Cubic,,
218,413714,P -4 3 n,Te16 Si38,Te16,Te,16,16,5,Si38,Si,38,14,3,Cubic,,
218,412508,P -4 3 n,Cs8 Sn8,Cs8,Cs,8,1,6,Sn8,Sn,8,14,5,Cubic,,
218,409852,P -4 3 n,K4 Si4,K4,K,4,1,4,Si4,Si,4,14,3,Cubic,,
218,409853,P -4 3 n,Rb4 Si4,Rb4,Rb,4,1,5,Si4,Si,4,14,3,Cubic,,
218,409854,P -4 3 n,Cs4 Si4,Cs4,Cs,4,1,6,Si4,Si,4,14,3,Cubic,,
218,409848,P -4 3 n,Ge4 K4,Ge4,Ge,4,14,4,K4,K,4,1,4,Cubic,,
218,409849,P -4 3 n,Rb4 Ge4,Rb4,Rb,4,1,5,Ge4,Ge,4,14,4,Cubic,,
218,409850,P -4 3 n,Cs4 Ge4,Cs4,Cs,4,1,6,Ge4,Ge,4,14,4,Cubic,,
218,415303,P -4 3 n,Ru O4,Ru,Ru,1,8,5,O4,O,4,16,2,Cubic,,
219,44764,F -4 3 c,Mn S,Mn,Mn,1,7,4,S,S,1,16,3,Cubic,,
220,2245,I -4 3 d,Sm3 S4,Sm3,Sm,3,3,6,S4,S,4,16,3,Cubic,,
220,2444,I -4 3 d,Pr2 C3,Pr2,Pr,2,3,6,C3,C,3,14,2,Cubic,,
220,2446,I -4 3 d,Nd2 C3,Nd2,Nd,2,3,6,C3,C,3,14,2,Cubic,,
220,2448,I -4 3 d,Dy2 C3,Dy2,Dy,2,3,6,C3,C,3,14,2,Cubic,,
220,10420,I -4 3 d,Th4 D15,Th4,Th,4,3,7,D15,D,15,1,1,Cubic,,
220,10440,I -4 3 d,Eu4 As3,Eu4,Eu,4,3,6,As3,As,3,15,4,Cubic,,
220,10441,I -4 3 d,La4 Sb3,La4,La,4,3,6,Sb3,Sb,3,15,5,Cubic,,
220,15439,I -4 3 d,U4 O9,U4,U,4,3,7,O9,O,9,16,2,Cubic,,
220,16066,I -4 3 d,La4 Rh2.91,La4,La,4,3,6,Rh2.91,Rh,2.91,9,5,Cubic,,
220,16510,I -4 3 d,Pu2 C3,Pu2,Pu,2,3,7,C3,C,3,14,2,Cubic,,
220,16655,I -4 3 d,Th3 Sb4,Th3,Th,3,3,7,Sb4,Sb,4,15,5,Cubic,,
220,24686,I -4 3 d,Th4 H15,Th4,Th,4,3,7,H15,H,15,1,1,Cubic,,
220,25681,I -4 3 d,U3 Te4,U3,U,3,3,7,Te4,Te,4,16,5,Cubic,,
220,25725,I -4 3 d,U3 P4,U3,U,3,3,7,P4,P,4,15,3,Cubic,,
220,26477,I -4 3 d,U2 C3,U2,U,2,3,7,C3,C,3,14,2,Cubic,,
220,26588,I -4 3 d,La2 C3,La2,La,2,3,6,C3,C,3,14,2,Cubic,,
220,31602,I -4 3 d,Ce3 S4,Ce3,Ce,3,3,6,S4,S,4,16,3,Cubic,,
220,36254,I -4 3 d,Cu15 Si4,Cu15,Cu,15,11,4,Si4,Si,4,14,3,Cubic,,
220,60208,I -4 3 d,La3 Se4,La3,La,3,3,6,Se4,Se,4,16,4,Cubic,,
220,60537,I -4 3 d,U3 Se4,U3,U,3,3,7,Se4,Se,4,16,4,Cubic,,
220,60207,I -4 3 d,Gd2.67 Se4,Gd2.67,Gd,2.67,3,6,Se4,Se,4,16,4,Cubic,,
220,63604,I -4 3 d,Sm2.71 S4,Sm2.71,Sm,2.71,3,6,S4,S,4,16,3,Cubic,,
220,63605,I -4 3 d,Sm2.88 S4,Sm2.88,Sm,2.88,3,6,S4,S,4,16,3,Cubic,,
220,63606,I -4 3 d,Sm2.94 S4,Sm2.94,Sm,2.94,3,6,S4,S,4,16,3,Cubic,,
220,63607,I -4 3 d,Sm3.05 S4,Sm3.05,Sm,3.05,3,6,S4,S,4,16,3,Cubic,,
220,64715,I -4 3 d,Cu3 As,Cu3,Cu,3,11,4,As,As,1,15,4,Cubic,,
220,50493,I -4 3 d,Gd10.704 S16,Gd10.704,Gd,10.704,3,6,S16,S,16,16,3,Cubic,,
220,50494,I -4 3 d,Tb10.81 S16,Tb10.81,Tb,10.81,3,6,S16,S,16,16,3,Cubic,,
220,67401,I -4 3 d,Tm2.67 S4,Tm2.67,Tm,2.67,3,6,S4,S,4,16,3,Cubic,,
220,72822,I -4 3 d,Sm2.667 S4,Sm2.667,Sm,2.667,3,6,S4,S,4,16,3,Cubic,,
220,74661,I -4 3 d,Ce2 C3,Ce2,Ce,2,3,6,C3,C,3,14,2,Cubic,,
220,74663,I -4 3 d,Tb2 C3,Tb2,Tb,2,3,6,C3,C,3,14,2,Cubic,,
220,79917,I -4 3 d,La2.607 S4,La2.607,La,2.607,3,6,S4,S,4,16,3,Cubic,,
220,79918,I -4 3 d,Ce2.664 S4,Ce2.664,Ce,2.664,3,6,S4,S,4,16,3,Cubic,,
220,79919,I -4 3 d,Nd2.655 S4,Nd2.655,Nd,2.655,3,6,S4,S,4,16,3,Cubic,,
220,86291,I -4 3 d,Er2 C3,Er2,Er,2,3,6,C3,C,3,14,2,Cubic,,
220,86292,I -4 3 d,Tm2 C3,Tm2,Tm,2,3,6,C3,C,3,14,2,Cubic,,
220,86293,I -4 3 d,Yb2 C3,Yb2,Yb,2,3,6,C3,C,3,14,2,Cubic,,
220,86294,I -4 3 d,Lu2 C3,Lu2,Lu,2,3,6,C3,C,3,14,2,Cubic,,
220,100522,I -4 3 d,Eu3 S4,Eu3,Eu,3,3,6,S4,S,4,16,3,Cubic,,
220,41014,I -4 3 d,U4 O8.938,U4,U,4,3,7,O8.938,O,8.938,16,2,Cubic,,
220,42168,I -4 3 d,U3 As4,U3,U,3,3,7,As4,As,4,15,4,Cubic,,
220,42497,I -4 3 d,Ho2 C3,Ho2,Ho,2,3,6,C3,C,3,14,2,Cubic,,
220,42760,I -4 3 d,Sc4 C3,Sc4,Sc,4,3,4,C3,C,3,14,2,Cubic,,
220,43031,I -4 3 d,Yb4 Sb3,Yb4,Yb,4,3,6,Sb3,Sb,3,15,5,Cubic,,
220,43235,I -4 3 d,Li15 Ge4,Li15,Li,15,1,2,Ge4,Ge,4,14,4,Cubic,,
220,43676,I -4 3 d,Ce3 Te4,Ce3,Ce,3,3,6,Te4,Te,4,16,5,Cubic,,
220,43883,I -4 3 d,Ce4 As3,Ce4,Ce,4,3,6,As3,As,3,15,4,Cubic,,
220,44045,I -4 3 d,Pr4 As3,Pr4,Pr,4,3,6,As3,As,3,15,4,Cubic,,
220,44849,I -4 3 d,Th3 As4,Th3,Th,3,3,7,As4,As,4,15,4,Cubic,,
220,76313,I -4 3 d,La4 Ge3,La4,La,4,3,6,Ge3,Ge,3,14,4,Cubic,,
220,42685,I -4 3 d,Yb4 As3,Yb4,Yb,4,3,6,As3,As,3,15,4,Cubic,,
220,89500,I -4 3 d,Ce2.658 S4,Ce2.658,Ce,2.658,3,6,S4,S,4,16,3,Cubic,,
220,56782,I -4 3 d,La3 S4,La3,La,3,3,6,S4,S,4,16,3,Cubic,,
220,52905,I -4 3 d,Ce4 Sb3,Ce4,Ce,4,3,6,Sb3,Sb,3,15,5,Cubic,,
220,77396,I -4 3 d,Sc2 C3,Sc2,Sc,2,3,4,C3,C,3,14,2,Cubic,,
220,77572,I -4 3 d,Y2 C3,Y2,Y,2,3,5,C3,C,3,14,2,Cubic,,
220,94420,I -4 3 d,La2.712 Se4,La2.712,La,2.712,3,6,Se4,Se,4,16,4,Cubic,,
220,94421,I -4 3 d,Pr2.7 Se4,Pr2.7,Pr,2.7,3,6,Se4,Se,4,16,4,Cubic,,
220,94422,I -4 3 d,Gd2.664 Se4,Gd2.664,Gd,2.664,3,6,Se4,Se,4,16,4,Cubic,,
220,95296,I -4 3 d,U O2.234,U,U,1,3,7,O2.234,O,2.234,16,2,Cubic,,
220,9818,I -4 3 d,Pa3 As4,Pa3,Pa,3,3,7,As4,As,4,15,4,Cubic,,
220,95830,I -4 3 d,Pr2.667 S4,Pr2.667,Pr,2.667,3,6,S4,S,4,16,3,Cubic,,
220,58862,I -4 3 d,Bi4 Th3,Bi4,Bi,4,15,6,Th3,Th,3,3,7,Cubic,,
220,58868,I -4 3 d,Bi4 U3,Bi4,Bi,4,15,6,U3,U,3,3,7,Cubic,,
220,105160,I -4 3 d,Na15 Pb4,Na15,Na,15,1,3,Pb4,Pb,4,14,6,Cubic,,
220,105167,I -4 3 d,Na15 Sn4,Na15,Na,15,1,3,Sn4,Sn,4,14,5,Cubic,,
220,96943,I -4 3 d,Ba4 Bi3,Ba4,Ba,4,2,6,Bi3,Bi,3,15,6,Cubic,,
220,96944,I -4 3 d,Sr4 Bi3,Sr4,Sr,4,2,5,Bi3,Bi,3,15,6,Cubic,,
220,96945,I -4 3 d,Ba4 As2.6,Ba4,Ba,4,2,6,As2.6,As,2.6,15,4,Cubic,,
220,97997,I -4 3 d,Hf3 N4,Hf3,Hf,3,4,6,N4,N,4,15,2,Cubic,,
220,97998,I -4 3 d,Zr3 N4,Zr3,Zr,3,4,5,N4,N,4,15,2,Cubic,,
220,57273,I -4 3 d,Eu4 P2.7,Eu4,Eu,4,3,6,P2.7,P,2.7,15,3,Cubic,,
220,106322,I -4 3 d,Bi3 Ce4,Bi3,Bi,3,15,6,Ce4,Ce,4,3,6,Cubic,,
220,25724,I -4 3 d,Th3 P4,Th3,Th,3,3,7,P4,P,4,15,3,Cubic,,
220,600631,I -4 3 d,Er4 Sb3,Er4,Er,4,3,6,Sb3,Sb,3,15,5,Cubic,,
220,601258,I -4 3 d,Pa3 Sb4,Pa3,Pa,3,3,7,Sb4,Sb,4,15,5,Cubic,,
220,601400,I -4 3 d,Gd4 Sb3,Gd4,Gd,4,3,6,Sb3,Sb,3,15,5,Cubic,,
220,601429,I -4 3 d,Tb4 Sb3,Tb4,Tb,4,3,6,Sb3,Sb,3,15,5,Cubic,,
220,601430,I -4 3 d,Dy4 Sb3,Dy4,Dy,4,3,6,Sb3,Sb,3,15,5,Cubic,,
220,601431,I -4 3 d,Ho4 Sb3,Ho4,Ho,4,3,6,Sb3,Sb,3,15,5,Cubic,,
220,601517,I -4 3 d,Am4 Sb3,Am4,Am,4,3,7,Sb3,Sb,3,15,5,Cubic,,
220,602181,I -4 3 d,La4 Bi3,La4,La,4,3,6,Bi3,Bi,3,15,6,Cubic,,
220,602764,I -4 3 d,Sm2 C3,Sm2,Sm,2,3,6,C3,C,3,14,2,Cubic,,
220,602774,I -4 3 d,Gd2 C3,Gd2,Gd,2,3,6,C3,C,3,14,2,Cubic,,
220,604608,I -4 3 d,Nd2.667 S4,Nd2.667,Nd,2.667,3,6,S4,S,4,16,3,Cubic,,
220,604609,I -4 3 d,La2.667 S4,La2.667,La,2.667,3,6,S4,S,4,16,3,Cubic,,
220,609767,I -4 3 d,Am2 C3,Am2,Am,2,3,7,C3,C,3,14,2,Cubic,,
220,609805,I -4 3 d,Am2.667 S4,Am2.667,Am,2.667,3,7,S4,S,4,16,3,Cubic,,
220,609815,I -4 3 d,Am3 Se4,Am3,Am,3,3,7,Se4,Se,4,16,4,Cubic,,
220,609827,I -4 3 d,Am3 Te4,Am3,Am,3,3,7,Te4,Te,4,16,5,Cubic,,
220,610416,I -4 3 d,Eu4 As2.667,Eu4,Eu,4,3,6,As2.667,As,2.667,15,4,Cubic,,
220,610771,I -4 3 d,La4 As3,La4,La,4,3,6,As3,As,3,15,4,Cubic,,
220,611115,I -4 3 d,Np3 As4,Np3,Np,3,3,7,As4,As,4,15,4,Cubic,,
220,611492,I -4 3 d,Ti4 As3,Ti4,Ti,4,4,4,As3,As,3,15,4,Cubic,,
220,616549,I -4 3 d,Ce4 Bi3,Ce4,Ce,4,3,6,Bi3,Bi,3,15,6,Cubic,,
220,616645,I -4 3 d,Eu4 Bi3,Eu4,Eu,4,3,6,Bi3,Bi,3,15,6,Cubic,,
220,616659,I -4 3 d,Gd4 Bi3,Gd4,Gd,4,3,6,Bi3,Bi,3,15,6,Cubic,,
220,616855,I -4 3 d,Nd4 Bi3,Nd4,Nd,4,3,6,Bi3,Bi,3,15,6,Cubic,,
220,616969,I -4 3 d,Pr4 Bi3,Pr4,Pr,4,3,6,Bi3,Bi,3,15,6,Cubic,,
220,617123,I -4 3 d,Sm4 Bi3,Sm4,Sm,4,3,6,Bi3,Bi,3,15,6,Cubic,,
220,617161,I -4 3 d,Tb4 Bi3,Tb4,Tb,4,3,6,Bi3,Bi,3,15,6,Cubic,,
220,617222,I -4 3 d,Th3 Bi4,Th3,Th,3,3,7,Bi4,Bi,4,15,6,Cubic,,
220,617239,I -4 3 d,U3 Bi4,U3,U,3,3,7,Bi4,Bi,4,15,6,Cubic,,
220,617248,I -4 3 d,Yb4 Bi3,Yb4,Yb,4,3,6,Bi3,Bi,3,15,6,Cubic,,
220,618605,I -4 3 d,Np2 C3,Np2,Np,2,3,7,C3,C,3,14,2,Cubic,,
220,618903,I -4 3 d,Th2 C3,Th2,Th,2,3,7,C3,C,3,14,2,Cubic,,
220,622007,I -4 3 d,Ce2.667 S4,Ce2.667,Ce,2.667,3,6,S4,S,4,16,3,Cubic,,
220,622113,I -4 3 d,Ce3 Se4,Ce3,Ce,3,3,6,Se4,Se,4,16,4,Cubic,,
220,622114,I -4 3 d,Ce2.667 Se4,Ce2.667,Ce,2.667,3,6,Se4,Se,4,16,4,Cubic,,
220,622278,I -4 3 d,Ce2.667 Te4,Ce2.667,Ce,2.667,3,6,Te4,Te,4,16,5,Cubic,,
220,622416,I -4 3 d,Cm2.667 S4,Cm2.667,Cm,2.667,3,7,S4,S,4,16,3,Cubic,,
220,622423,I -4 3 d,Cm2.667 Se4,Cm2.667,Cm,2.667,3,7,Se4,Se,4,16,4,Cubic,,
220,622425,I -4 3 d,Cm2.67 Se4,Cm2.67,Cm,2.67,3,7,Se4,Se,4,16,4,Cubic,,
220,630192,I -4 3 d,Dy2.667 S4,Dy2.667,Dy,2.667,3,6,S4,S,4,16,3,Cubic,,
220,630201,I -4 3 d,Dy3 S4,Dy3,Dy,3,3,6,S4,S,4,16,3,Cubic,,
220,630203,I -4 3 d,Dy2.75 S4,Dy2.75,Dy,2.75,3,6,S4,S,4,16,3,Cubic,,
220,630252,I -4 3 d,Dy3 Se4,Dy3,Dy,3,3,6,Se4,Se,4,16,4,Cubic,,
220,631044,I -4 3 d,Er3 Ru2,Er3,Er,3,3,6,Ru2,Ru,2,8,5,Cubic,,
220,631060,I -4 3 d,Er2.667 S4,Er2.667,Er,2.667,3,6,S4,S,4,16,3,Cubic,,
220,631115,I -4 3 d,Er2.667 Se4,Er2.667,Er,2.667,3,6,Se4,Se,4,16,4,Cubic,,
220,636314,I -4 3 d,Gd2.667 S4,Gd2.667,Gd,2.667,3,6,S4,S,4,16,3,Cubic,,
220,636327,I -4 3 d,Gd2.75 S4,Gd2.75,Gd,2.75,3,6,S4,S,4,16,3,Cubic,,
220,636328,I -4 3 d,Gd3 S4,Gd3,Gd,3,3,6,S4,S,4,16,3,Cubic,,
220,636389,I -4 3 d,Gd3 Se4,Gd3,Gd,3,3,6,Se4,Se,4,16,4,Cubic,,
220,636393,I -4 3 d,Gd2.667 Se4,Gd2.667,Gd,2.667,3,6,Se4,Se,4,16,4,Cubic,,
220,636879,I -4 3 d,Ge4 Li15,Ge4,Ge,4,14,4,Li15,Li,15,1,2,Cubic,,
220,637571,I -4 3 d,Pr4 Ge3,Pr4,Pr,4,3,6,Ge3,Ge,3,14,4,Cubic,,
220,639658,I -4 3 d,Ho2.667 S4,Ho2.667,Ho,2.667,3,6,S4,S,4,16,3,Cubic,,
220,639708,I -4 3 d,Ho2.667 Se4,Ho2.667,Ho,2.667,3,6,Se4,Se,4,16,4,Cubic,,
220,641648,I -4 3 d,La4 Pb3,La4,La,4,3,6,Pb3,Pb,3,14,6,Cubic,,
220,641734,I -4 3 d,La4 Rh3,La4,La,4,3,6,Rh3,Rh,3,9,5,Cubic,,
220,641917,I -4 3 d,La2.67 Se4,La2.67,La,2.67,3,6,Se4,Se,4,16,4,Cubic,,
220,641918,I -4 3 d,La2.667 Se4,La2.667,La,2.667,3,6,Se4,Se,4,16,4,Cubic,,
220,642013,I -4 3 d,La3 Te4,La3,La,3,3,6,Te4,Te,4,16,5,Cubic,,
220,642041,I -4 3 d,La2.667 Te4,La2.667,La,2.667,3,6,Te4,Te,4,16,5,Cubic,,
220,642260,I -4 3 d,Li15 Pd4,Li15,Li,15,1,2,Pd4,Pd,4,10,5,Cubic,,
220,642564,I -4 3 d,Lu2.667 S4,Lu2.667,Lu,2.667,3,6,S4,S,4,16,3,Cubic,,
220,642597,I -4 3 d,Lu2.667 Se4,Lu2.667,Lu,2.667,3,6,Se4,Se,4,16,4,Cubic,,
220,645823,I -4 3 d,Nd3 S4,Nd3,Nd,3,3,6,S4,S,4,16,3,Cubic,,
220,645830,I -4 3 d,Nd2.67 S4,Nd2.67,Nd,2.67,3,6,S4,S,4,16,3,Cubic,,
220,645890,I -4 3 d,Nd4 Sb3,Nd4,Nd,4,3,6,Sb3,Sb,3,15,5,Cubic,,
220,645910,I -4 3 d,Nd3 Se4,Nd3,Nd,3,3,6,Se4,Se,4,16,4,Cubic,,
220,645911,I -4 3 d,Nd2.67 Se4,Nd2.67,Nd,2.67,3,6,Se4,Se,4,16,4,Cubic,,
220,645912,I -4 3 d,Nd2.667 Se4,Nd2.667,Nd,2.667,3,6,Se4,Se,4,16,4,Cubic,,
220,646006,I -4 3 d,Nd3 Te4,Nd3,Nd,3,3,6,Te4,Te,4,16,5,Cubic,,
220,647214,I -4 3 d,Np2.667 Se4,Np2.667,Np,2.667,3,7,Se4,Se,4,16,4,Cubic,,
220,647217,I -4 3 d,Np3 Se4,Np3,Np,3,3,7,Se4,Se,4,16,4,Cubic,,
220,647227,I -4 3 d,Np2.667 Te4,Np2.667,Np,2.667,3,7,Te4,Te,4,16,5,Cubic,,
220,647232,I -4 3 d,Np3 Te4,Np3,Np,3,3,7,Te4,Te,4,16,5,Cubic,,
